source,cell_id,bracket,macro_f1,n_classes_included,in_common_set,f1_stable,f1_harvest,f1_development,f1_insectdisease,f1_beaver
v2,48680,2020_2022,0.11429,5,True,0.52443,0.04695,0.0,9e-05,0.0
v3,48680,2020_2022,0.18595,4,True,0.71318,0.03048,,0.00015,0.0
v4,48680,2020_2022,0.19658,5,True,0.93603,0.04689,0.0,0.0,0.0
v5,48680,2020_2022,0.1085,4,True,0.40164,0.03227,,9e-05,0.0
v6,48680,2020_2022,0.1867,5,True,0.8556,0.07789,0.0,0.0,0.0
spec_all,48680,2020_2022,0.24108,4,True,0.96434,0.0,,0.0,0.0
v2,48740,2020_2022,0.14114,5,True,0.70568,0.0,0.0,0.0,0.0
v3,48740,2020_2022,0.14901,5,True,0.74503,0.0,0.0,0.0,0.0
v4,48740,2020_2022,0.19506,5,True,0.9753,0.0,0.0,0.0,0.0
v5,48740,2020_2022,0.10417,5,True,0.52083,0.0,0.0,0.0,0.0
v6,48740,2020_2022,0.13599,5,True,0.67997,0.0,0.0,0.0,0.0
spec_all,48740,2020_2022,0.16577,5,True,0.82887,0.0,0.0,0.0,0.0
v2,48800,2018_2020,0.39065,4,True,0.9212,0.50727,,0.13413,0.0
v3,48800,2018_2020,0.30705,4,True,0.87852,0.29396,,0.0557,0.0
v4,48800,2018_2020,0.29614,5,True,0.97204,0.49321,0.0,0.01545,0.0
v5,48800,2018_2020,0.17961,5,True,0.74649,0.12027,0.0,0.03128,0.0
v6,48800,2018_2020,0.23227,5,True,0.94444,0.20379,0.0,0.01314,0.0
spec_all,48800,2018_2020,0.27368,5,True,0.91269,0.37628,0.0,0.07944,0.0
v2,49610,2018_2020,0.27141,5,True,0.78672,0.57032,0.0,0.0,0.0
v3,49610,2018_2020,0.25681,5,True,0.79281,0.49125,0.0,0.0,0.0
v4,49610,2018_2020,0.25088,5,True,0.87323,0.38115,0.0,0.0,0.0
v5,49610,2018_2020,0.15678,5,True,0.66859,0.11534,0.0,0.0,0.0
v6,49610,2018_2020,0.15687,5,True,0.76899,0.01537,0.0,0.0,0.0
spec_all,49610,2018_2020,0.2185,5,True,0.88895,0.20357,0.0,0.0,0.0
v2,50520,2018_2020,0.24759,5,True,0.98868,0.0,0.0,0.0,0.24926
v3,50520,2018_2020,0.25581,5,True,0.97778,0.0,0.0,0.0,0.30126
v4,50520,2018_2020,0.2258,5,True,0.98652,0.0,0.0,0.0,0.14249
v5,50520,2018_2020,0.23125,5,True,0.92108,0.0,0.0,0.0,0.23516
v6,50520,2018_2020,0.12929,5,True,0.62573,0.0,0.0,0.0,0.02072
spec_all,50520,2018_2020,0.20143,5,True,0.94064,0.0,0.0,0.0,0.06649
v2,50721,2020_2022,0.18547,5,True,0.72154,0.18409,0.02174,0.0,0.0
v3,50721,2020_2022,0.03424,5,True,0.07936,0.08129,0.01055,0.0,0.0
v4,50721,2020_2022,0.3227,5,True,0.98241,0.22439,0.21435,0.0,0.19238
v5,50721,2020_2022,0.03537,5,True,0.08887,0.07775,0.01023,0.0,0.0
v6,50721,2020_2022,0.21484,5,True,0.92669,0.08604,0.04359,0.0,0.01788
spec_all,50721,2020_2022,0.27509,5,True,0.94229,0.31717,0.09234,0.0,0.02364
v2,50981,2020_2022,0.13346,5,False,0.66729,0.0,0.0,0.0,0.0
v3,50981,2020_2022,0.15148,5,False,0.75738,0.0,0.0,0.0,0.0
v4,50981,2020_2022,0.19216,5,False,0.96082,0.0,0.0,0.0,0.0
v5,50981,2020_2022,0.09478,5,False,0.4739,0.0,0.0,0.0,0.0
v6,50981,2020_2022,0.14156,5,False,0.7078,0.0,0.0,0.0,0.0
v2,51040,2020_2022,1.0,1,True,1.0,,,,
v3,51040,2020_2022,1.0,1,True,1.0,,,,
v4,51040,2020_2022,1.0,1,True,1.0,,,,
v5,51040,2020_2022,1.0,1,True,1.0,,,,
v6,51040,2020_2022,0.33331,3,True,0.99993,0.0,,0.0,
spec_all,51040,2020_2022,1.0,1,True,1.0,,,,
v2,51183,2020_2022,0.13703,5,True,0.67572,0.0,0.0,0.00941,0.0
v3,51183,2020_2022,0.13437,5,True,0.66555,0.0,0.0,0.00629,0.0
v4,51183,2020_2022,0.22482,5,True,0.94273,0.0,0.17812,0.00323,0.0
v5,51183,2020_2022,0.05543,5,True,0.26431,0.0,0.0,0.01282,0.0
v6,51183,2020_2022,0.17254,5,True,0.75255,0.0,0.00286,0.1073,0.0
spec_all,51183,2020_2022,0.22413,5,True,0.89176,0.0,0.18991,0.03895,0.0
v2,51391,2020_2022,0.14752,5,True,0.7376,0.0,0.0,0.0,0.0
v3,51391,2020_2022,0.14614,5,True,0.7307,0.0,0.0,0.0,0.0
v4,51391,2020_2022,0.19896,5,True,0.99481,0.0,0.0,0.0,0.0
v5,51391,2020_2022,0.1513,4,True,0.60521,0.0,0.0,0.0,
v6,51391,2020_2022,0.17507,5,True,0.87537,0.0,0.0,0.0,0.0
spec_all,51391,2020_2022,0.19765,5,True,0.98824,0.0,0.0,0.0,0.0
v2,52172,2020_2022,0.21833,4,True,0.86226,0.00256,0.00848,0.0,
v3,52172,2020_2022,0.17599,4,True,0.69888,0.001,0.00411,0.0,
v4,52172,2020_2022,0.21673,5,True,0.97335,0.01061,0.09972,0.0,0.0
v5,52172,2020_2022,0.17787,4,True,0.70619,0.00124,0.00404,0.0,
v6,52172,2020_2022,0.20219,5,True,0.961,0.00918,0.04078,0.0,0.0
spec_all,52172,2020_2022,0.20188,5,True,0.97359,0.00431,0.03151,0.0,0.0
v2,53151,2020_2022,0.11444,5,False,0.46227,0.10995,0.0,0.0,0.0
v3,53151,2020_2022,0.22756,5,False,0.83988,0.29793,0.0,0.0,0.0
v4,53151,2020_2022,0.22986,5,False,0.92892,0.22039,0.0,0.0,0.0
v5,53151,2020_2022,0.06966,5,False,0.29123,0.05708,0.0,0.0,0.0
v6,53151,2020_2022,0.12032,5,False,0.42388,0.17774,0.0,0.0,0.0
