design,version,W,n,cls,metric,census,mean,sd,bias,frac_undefined
strat,v2,3,100,Beaver,f1,0.0038,0.014,0.03353,0.01022,0.0
simple,v2,3,200,Stable,recall,0.8958,0.8938,0.0192,-0.002,0.0
simple,v2,3,200,Harvest,recall,0.0764,0.0747,0.18103,-0.00169,0.03
simple,v2,3,200,Development,recall,0.0917,0.1173,0.29891,0.02557,0.73
simple,v2,3,200,Insect/Disease,recall,0.0716,0.0333,0.11415,-0.03833,0.08
simple,v2,3,200,Beaver,recall,0.3294,0.3519,0.47791,0.02243,0.82
simple,v2,3,200,Stable,precision,0.9867,0.9867,0.00783,1e-05,0.0
simple,v2,3,200,Harvest,precision,0.0892,0.0791,0.18967,-0.01008,0.05
simple,v2,3,200,Development,precision,0.0072,0.0051,0.03573,-0.0021,0.06
simple,v2,3,200,Insect/Disease,precision,0.0113,0.0074,0.03132,-0.00387,0.01
simple,v2,3,200,Beaver,precision,0.0019,0.0018,0.00888,-9e-05,0.0
simple,v2,3,200,Stable,f1,0.939,0.9378,0.0114,-0.00121,0.0
simple,v2,3,200,Harvest,f1,0.0823,0.2134,0.15819,0.13112,0.73
simple,v2,3,200,Development,f1,0.0134,0.1813,0.18329,0.16784,0.96
simple,v2,3,200,Insect/Disease,f1,0.0195,0.1121,0.10325,0.09251,0.9
simple,v2,3,200,Beaver,f1,0.0038,0.0499,0.04417,0.04607,0.93
strat,v2,3,200,Stable,recall,0.8958,0.8887,0.04613,-0.00711,0.0
strat,v2,3,200,Harvest,recall,0.0764,0.0756,0.04212,-0.00074,0.0
strat,v2,3,200,Development,recall,0.0917,0.0905,0.06102,-0.00117,0.0
strat,v2,3,200,Insect/Disease,recall,0.0716,0.0769,0.09177,0.00535,0.0
strat,v2,3,200,Beaver,recall,0.3294,0.3745,0.12893,0.04506,0.0
strat,v2,3,200,Stable,precision,0.9867,0.9861,0.00644,-0.00058,0.0
strat,v2,3,200,Harvest,precision,0.0892,0.3818,0.30266,0.29265,0.0
strat,v2,3,200,Development,precision,0.0072,0.1971,0.26348,0.18988,0.0
strat,v2,3,200,Insect/Disease,precision,0.0113,0.0797,0.14423,0.06837,0.0
strat,v2,3,200,Beaver,precision,0.0019,0.0028,0.00707,0.00085,0.0
strat,v2,3,200,Stable,f1,0.939,0.9342,0.02639,-0.0048,0.0
strat,v2,3,200,Harvest,f1,0.0823,0.1058,0.06916,0.02352,0.01
strat,v2,3,200,Development,f1,0.0134,0.0773,0.08476,0.06383,0.03
strat,v2,3,200,Insect/Disease,f1,0.0195,0.0409,0.05648,0.02136,0.03
strat,v2,3,200,Beaver,f1,0.0038,0.0054,0.0134,0.00157,0.0
simple,v2,3,500,Stable,recall,0.8958,0.8959,0.01145,0.00013,0.0
simple,v2,3,500,Harvest,recall,0.0764,0.0621,0.09069,-0.01425,0.0
simple,v2,3,500,Development,recall,0.0917,0.0599,0.19575,-0.03182,0.39
simple,v2,3,500,Insect/Disease,recall,0.0716,0.0733,0.12266,0.00175,0.0
simple,v2,3,500,Beaver,recall,0.3294,0.229,0.33667,-0.10039,0.54
simple,v2,3,500,Stable,precision,0.9867,0.9864,0.00453,-0.0003,0.0
simple,v2,3,500,Harvest,precision,0.0892,0.0737,0.10209,-0.01543,0.0
simple,v2,3,500,Development,precision,0.0072,0.0088,0.04309,0.0016,0.0
simple,v2,3,500,Insect/Disease,precision,0.0113,0.0129,0.02486,0.00154,0.0
simple,v2,3,500,Beaver,precision,0.0019,0.0023,0.0074,0.00039,0.0
simple,v2,3,500,Stable,f1,0.939,0.9389,0.00677,-0.0001,0.0
simple,v2,3,500,Harvest,f1,0.0823,0.1179,0.08685,0.0356,0.47
simple,v2,3,500,Development,f1,0.0134,0.1941,0.16758,0.1807,0.93
simple,v2,3,500,Insect/Disease,f1,0.0195,0.0533,0.04441,0.03378,0.61
simple,v2,3,500,Beaver,f1,0.0038,0.0248,0.02484,0.02098,0.82
strat,v2,3,500,Stable,recall,0.8958,0.8971,0.02876,0.00131,0.0
strat,v2,3,500,Harvest,recall,0.0764,0.0816,0.03742,0.00522,0.0
strat,v2,3,500,Development,recall,0.0917,0.0957,0.08868,0.004,0.0
strat,v2,3,500,Insect/Disease,recall,0.0716,0.0644,0.03695,-0.00718,0.0
strat,v2,3,500,Beaver,recall,0.3294,0.3808,0.11327,0.05138,0.0
strat,v2,3,500,Stable,precision,0.9867,0.9872,0.00312,0.00052,0.0
strat,v2,3,500,Harvest,precision,0.0892,0.219,0.23697,0.12986,0.0
strat,v2,3,500,Development,precision,0.0072,0.0663,0.14579,0.05902,0.0
strat,v2,3,500,Insect/Disease,precision,0.0113,0.0209,0.04067,0.00958,0.0
strat,v2,3,500,Beaver,precision,0.0019,0.0019,0.00312,-1e-05,0.0
strat,v2,3,500,Stable,f1,0.939,0.9397,0.01569,0.00071,0.0
strat,v2,3,500,Harvest,f1,0.0823,0.0928,0.04434,0.01051,0.0
strat,v2,3,500,Development,f1,0.0134,0.0409,0.06935,0.02742,0.0
strat,v2,3,500,Insect/Disease,f1,0.0195,0.0227,0.02554,0.00316,0.0
strat,v2,3,500,Beaver,f1,0.0038,0.0038,0.00605,-4e-05,0.0
simple,v2,3,1000,Stable,recall,0.8958,0.8963,0.00836,0.00051,0.0
simple,v2,3,1000,Harvest,recall,0.0764,0.08,0.06775,0.00362,0.0
simple,v2,3,1000,Development,recall,0.0917,0.0902,0.23854,-0.00149,0.18
simple,v2,3,1000,Insect/Disease,recall,0.0716,0.086,0.1198,0.01444,0.0
simple,v2,3,1000,Beaver,recall,0.3294,0.2989,0.35449,-0.03057,0.26
simple,v2,3,1000,Stable,precision,0.9867,0.9868,0.00364,0.00011,0.0
simple,v2,3,1000,Harvest,precision,0.0892,0.0924,0.07745,0.00321,0.0
simple,v2,3,1000,Development,precision,0.0072,0.0055,0.02011,-0.00172,0.0
simple,v2,3,1000,Insect/Disease,precision,0.0113,0.0157,0.02282,0.00436,0.0
simple,v2,3,1000,Beaver,precision,0.0019,0.0021,0.00363,0.00022,0.0
simple,v2,3,1000,Stable,f1,0.939,0.9393,0.00493,0.00031,0.0
simple,v2,3,1000,Harvest,f1,0.0823,0.1001,0.05997,0.01781,0.18
simple,v2,3,1000,Development,f1,0.0134,0.0668,0.0714,0.05334,0.85
simple,v2,3,1000,Insect/Disease,f1,0.0195,0.0471,0.03828,0.02756,0.45
simple,v2,3,1000,Beaver,f1,0.0038,0.0106,0.00778,0.00675,0.6
strat,v2,3,1000,Stable,recall,0.8958,0.8951,0.01904,-0.00069,0.0
strat,v2,3,1000,Harvest,recall,0.0764,0.076,0.02202,-0.00037,0.0
strat,v2,3,1000,Development,recall,0.0917,0.0915,0.07275,-0.0002,0.0
strat,v2,3,1000,Insect/Disease,recall,0.0716,0.0711,0.06574,-0.0005,0.0
strat,v2,3,1000,Beaver,recall,0.3294,0.3601,0.10146,0.03072,0.0
strat,v2,3,1000,Stable,precision,0.9867,0.9871,0.00212,0.0004,0.0
strat,v2,3,1000,Harvest,precision,0.0892,0.157,0.15964,0.06781,0.0
strat,v2,3,1000,Development,precision,0.0072,0.0189,0.05791,0.01166,0.0
strat,v2,3,1000,Insect/Disease,precision,0.0113,0.0129,0.01547,0.00157,0.0
strat,v2,3,1000,Beaver,precision,0.0019,0.0017,0.00293,-0.00018,0.0
strat,v2,3,1000,Stable,f1,0.939,0.9387,0.01057,-0.0003,0.0
strat,v2,3,1000,Harvest,f1,0.0823,0.0887,0.03625,0.00647,0.0
strat,v2,3,1000,Development,f1,0.0134,0.0197,0.02741,0.00623,0.0
strat,v2,3,1000,Insect/Disease,f1,0.0195,0.0203,0.02252,0.00076,0.0
strat,v2,3,1000,Beaver,f1,0.0038,0.0034,0.00569,-0.00037,0.0
simple,v2,3,2000,Stable,recall,0.8958,0.895,0.00618,-0.00077,0.0
simple,v2,3,2000,Harvest,recall,0.0764,0.0723,0.04402,-0.00404,0.0
simple,v2,3,2000,Development,recall,0.0917,0.0878,0.15427,-0.00393,0.02
simple,v2,3,2000,Insect/Disease,recall,0.0716,0.0679,0.06498,-0.00368,0.0
simple,v2,3,2000,Beaver,recall,0.3294,0.25,0.31351,-0.07939,0.11
simple,v2,3,2000,Stable,precision,0.9867,0.9862,0.00194,-0.00044,0.0
simple,v2,3,2000,Harvest,precision,0.0892,0.0859,0.05618,-0.00326,0.0
simple,v2,3,2000,Development,precision,0.0072,0.0097,0.02007,0.00248,0.0
simple,v2,3,2000,Insect/Disease,precision,0.0113,0.0105,0.00965,-0.00077,0.0
simple,v2,3,2000,Beaver,precision,0.0019,0.0015,0.00223,-0.00045,0.0
simple,v2,3,2000,Stable,f1,0.939,0.9384,0.0035,-0.00063,0.0
simple,v2,3,2000,Harvest,f1,0.0823,0.0798,0.04622,-0.00242,0.03
simple,v2,3,2000,Development,f1,0.0134,0.0487,0.04382,0.03526,0.65
simple,v2,3,2000,Insect/Disease,f1,0.0195,0.0222,0.0152,0.00268,0.19
simple,v2,3,2000,Beaver,f1,0.0038,0.0061,0.00463,0.00224,0.52
strat,v2,3,2000,Stable,recall,0.8958,0.8963,0.01182,0.00054,0.0
strat,v2,3,2000,Harvest,recall,0.0764,0.0788,0.02166,0.00248,0.0
strat,v2,3,2000,Development,recall,0.0917,0.0947,0.08895,0.00302,0.0
strat,v2,3,2000,Insect/Disease,recall,0.0716,0.0816,0.06333,0.00997,0.0
strat,v2,3,2000,Beaver,recall,0.3294,0.3556,0.16679,0.02622,0.0
strat,v2,3,2000,Stable,precision,0.9867,0.9865,0.00154,-0.00021,0.0
strat,v2,3,2000,Harvest,precision,0.0892,0.1111,0.06984,0.02199,0.0
strat,v2,3,2000,Development,precision,0.0072,0.0101,0.01551,0.00287,0.0
strat,v2,3,2000,Insect/Disease,precision,0.0113,0.0138,0.01336,0.00247,0.0
strat,v2,3,2000,Beaver,precision,0.0019,0.0021,0.00274,0.00023,0.0
strat,v2,3,2000,Stable,f1,0.939,0.9392,0.00662,0.00016,0.0
strat,v2,3,2000,Harvest,f1,0.0823,0.086,0.02201,0.00371,0.0
strat,v2,3,2000,Development,f1,0.0134,0.0171,0.02462,0.00369,0.0
strat,v2,3,2000,Insect/Disease,f1,0.0195,0.0232,0.02183,0.00364,0.0
strat,v2,3,2000,Beaver,f1,0.0038,0.0043,0.00537,0.00044,0.0
simple,v2,3,5000,Stable,recall,0.8958,0.8957,0.00359,-4e-05,0.0
simple,v2,3,5000,Harvest,recall,0.0764,0.0757,0.0287,-0.00065,0.0
simple,v2,3,5000,Development,recall,0.0917,0.091,0.12011,-0.00071,0.0
simple,v2,3,5000,Insect/Disease,recall,0.0716,0.0645,0.03931,-0.00712,0.0
simple,v2,3,5000,Beaver,recall,0.3294,0.2854,0.23535,-0.04397,0.0
simple,v2,3,5000,Stable,precision,0.9867,0.9867,0.00141,1e-05,0.0
simple,v2,3,5000,Harvest,precision,0.0892,0.0882,0.03594,-0.00091,0.0
simple,v2,3,5000,Development,precision,0.0072,0.0071,0.00937,-0.00014,0.0
simple,v2,3,5000,Insect/Disease,precision,0.0113,0.0105,0.00657,-0.00083,0.0
simple,v2,3,5000,Beaver,precision,0.0019,0.0017,0.00163,-0.00027,0.0
simple,v2,3,5000,Stable,f1,0.939,0.939,0.00211,-2e-05,0.0
simple,v2,3,5000,Harvest,f1,0.0823,0.0811,0.03118,-0.0012,0.0
simple,v2,3,5000,Development,f1,0.0134,0.0218,0.01724,0.00832,0.4
simple,v2,3,5000,Insect/Disease,f1,0.0195,0.0181,0.01108,-0.0014,0.01
simple,v2,3,5000,Beaver,f1,0.0038,0.0038,0.00319,-5e-05,0.13
strat,v2,3,5000,Stable,recall,0.8958,0.8958,0.00785,3e-05,0.0
strat,v2,3,5000,Harvest,recall,0.0764,0.0783,0.01404,0.0019,0.0
strat,v2,3,5000,Development,recall,0.0917,0.0906,0.06146,-0.00113,0.0
strat,v2,3,5000,Insect/Disease,recall,0.0716,0.0697,0.03381,-0.00192,0.0
strat,v2,3,5000,Beaver,recall,0.3294,0.3501,0.15199,0.02071,0.0
strat,v2,3,5000,Stable,precision,0.9867,0.9868,0.00103,0.00011,0.0
strat,v2,3,5000,Harvest,precision,0.0892,0.0949,0.0329,0.00569,0.0
strat,v2,3,5000,Development,precision,0.0072,0.0076,0.00724,0.00037,0.0
strat,v2,3,5000,Insect/Disease,precision,0.0113,0.0113,0.00611,-3e-05,0.0
strat,v2,3,5000,Beaver,precision,0.0019,0.0022,0.00211,0.00031,0.0
strat,v2,3,5000,Stable,f1,0.939,0.9391,0.00432,5e-05,0.0
strat,v2,3,5000,Harvest,f1,0.0823,0.0839,0.01785,0.00164,0.0
strat,v2,3,5000,Development,f1,0.0134,0.0139,0.01284,0.00044,0.0
strat,v2,3,5000,Insect/Disease,f1,0.0195,0.0193,0.01019,-0.00025,0.0
strat,v2,3,5000,Beaver,f1,0.0038,0.0044,0.00414,0.0006,0.0
simple,v2,5,20,Stable,recall,0.8958,0.8981,0.05064,0.00233,0.0
simple,v2,5,20,Harvest,recall,0.0762,0.0778,0.24779,0.00157,0.65
simple,v2,5,20,Development,recall,0.0924,0.0,0.0,-0.09244,0.96
simple,v2,5,20,Insect/Disease,recall,0.0717,0.0391,0.18083,-0.03265,0.68
simple,v2,5,20,Beaver,recall,0.3292,0.0,0.0,-0.32924,0.96
simple,v2,5,20,Stable,precision,0.9867,0.9892,0.02156,0.00248,0.0
simple,v2,5,20,Harvest,precision,0.0891,0.0502,0.18305,-0.03893,0.62
simple,v2,5,20,Development,precision,0.0073,0.0,0.0,-0.00728,0.67
simple,v2,5,20,Insect/Disease,precision,0.0113,0.0014,0.0075,-0.00989,0.43
simple,v2,5,20,Beaver,precision,0.0019,0.0,0.0,-0.00193,0.01
simple,v2,5,20,Stable,f1,0.939,0.9406,0.03053,0.00157,0.0
simple,v2,5,20,Harvest,f1,0.0822,0.5194,0.34499,0.43724,0.96
simple,v2,5,20,Development,f1,0.0135,,,,1.0
simple,v2,5,20,Insect/Disease,f1,0.0195,0.0728,0.00187,0.05322,0.98
simple,v2,5,20,Beaver,f1,0.0038,,,,1.0
strat,v2,5,20,Stable,recall,0.8958,0.9062,0.11287,0.01042,0.0
strat,v2,5,20,Harvest,recall,0.0762,0.0937,0.15079,0.0175,0.0
strat,v2,5,20,Development,recall,0.0924,0.1095,0.15273,0.01706,0.0
strat,v2,5,20,Insect/Disease,recall,0.0717,0.062,0.11748,-0.0097,0.0
strat,v2,5,20,Beaver,recall,0.3292,0.3796,0.266,0.05035,0.0
strat,v2,5,20,Stable,precision,0.9867,0.9875,0.01286,0.00079,0.0
strat,v2,5,20,Harvest,precision,0.0891,0.3587,0.37402,0.26958,0.22
strat,v2,5,20,Development,precision,0.0073,0.4451,0.41205,0.4378,0.3
strat,v2,5,20,Insect/Disease,precision,0.0113,0.1458,0.25967,0.1345,0.27
strat,v2,5,20,Beaver,precision,0.0019,0.0953,0.1794,0.09333,0.0
strat,v2,5,20,Stable,f1,0.939,0.9411,0.06753,0.00208,0.0
strat,v2,5,20,Harvest,f1,0.0822,0.2409,0.1862,0.15876,0.51
strat,v2,5,20,Development,f1,0.0135,0.2697,0.21894,0.25617,0.48
strat,v2,5,20,Insect/Disease,f1,0.0195,0.1868,0.15186,0.16726,0.68
strat,v2,5,20,Beaver,f1,0.0038,0.1189,0.17115,0.11505,0.08
simple,v2,5,50,Stable,recall,0.8958,0.9011,0.03283,0.00532,0.0
simple,v2,5,50,Harvest,recall,0.0762,0.0359,0.14135,-0.04029,0.2
simple,v2,5,50,Development,recall,0.0924,0.0,0.0,-0.09244,0.79
simple,v2,5,50,Insect/Disease,recall,0.0717,0.0363,0.17929,-0.03543,0.38
simple,v2,5,50,Beaver,recall,0.3292,0.1608,0.33815,-0.16842,0.91
simple,v2,5,50,Stable,precision,0.9867,0.9857,0.01231,-0.001,0.0
simple,v2,5,50,Harvest,precision,0.0891,0.0623,0.21585,-0.02683,0.31
simple,v2,5,50,Development,precision,0.0073,0.0,0.0,-0.00728,0.24
simple,v2,5,50,Insect/Disease,precision,0.0113,0.0069,0.04882,-0.00446,0.16
simple,v2,5,50,Beaver,precision,0.0019,0.0017,0.01493,-0.00021,0.0
simple,v2,5,50,Stable,f1,0.939,0.9411,0.01858,0.0021,0.0
simple,v2,5,50,Harvest,f1,0.0822,0.1624,0.20343,0.08021,0.89
simple,v2,5,50,Development,f1,0.0135,,,,1.0
simple,v2,5,50,Insect/Disease,f1,0.0195,0.2103,0.27127,0.19074,0.96
simple,v2,5,50,Beaver,f1,0.0038,0.1509,0.14765,0.14709,0.98
strat,v2,5,50,Stable,recall,0.8958,0.912,0.06604,0.01625,0.0
strat,v2,5,50,Harvest,recall,0.0762,0.1013,0.10059,0.02506,0.0
strat,v2,5,50,Development,recall,0.0924,0.0927,0.09338,0.00025,0.0
strat,v2,5,50,Insect/Disease,recall,0.0717,0.0748,0.11131,0.00308,0.0
strat,v2,5,50,Beaver,recall,0.3292,0.3709,0.15198,0.04163,0.0
strat,v2,5,50,Stable,precision,0.9867,0.9869,0.00944,0.00022,0.0
strat,v2,5,50,Harvest,precision,0.0891,0.4821,0.34161,0.39299,0.02
strat,v2,5,50,Development,precision,0.0073,0.3191,0.32288,0.31178,0.04
strat,v2,5,50,Insect/Disease,precision,0.0113,0.1803,0.2632,0.16896,0.02
strat,v2,5,50,Beaver,precision,0.0019,0.0067,0.01514,0.00482,0.0
strat,v2,5,50,Stable,f1,0.939,0.9467,0.03802,0.00769,0.0
strat,v2,5,50,Harvest,f1,0.0822,0.1692,0.1144,0.08706,0.16
strat,v2,5,50,Development,f1,0.0135,0.1466,0.13127,0.13314,0.22
strat,v2,5,50,Insect/Disease,f1,0.0195,0.1218,0.12046,0.10229,0.38
strat,v2,5,50,Beaver,f1,0.0038,0.0122,0.0261,0.0084,0.0
simple,v2,5,100,Stable,recall,0.8958,0.8996,0.02399,0.00378,0.0
simple,v2,5,100,Harvest,recall,0.0762,0.0714,0.17541,-0.00478,0.1
simple,v2,5,100,Development,recall,0.0924,0.0148,0.04886,-0.07762,0.79
simple,v2,5,100,Insect/Disease,recall,0.0717,0.0272,0.10647,-0.04447,0.16
simple,v2,5,100,Beaver,recall,0.3292,0.2083,0.36748,-0.12099,0.72
simple,v2,5,100,Stable,precision,0.9867,0.9864,0.00988,-0.0003,0.0
simple,v2,5,100,Harvest,precision,0.0891,0.105,0.22229,0.01594,0.11
simple,v2,5,100,Development,precision,0.0073,0.0079,0.07004,0.00062,0.09
simple,v2,5,100,Insect/Disease,precision,0.0113,0.0063,0.0251,-0.00504,0.0
simple,v2,5,100,Beaver,precision,0.0019,0.0045,0.02221,0.00256,0.0
simple,v2,5,100,Stable,f1,0.939,0.9408,0.0133,0.00173,0.0
simple,v2,5,100,Harvest,f1,0.0822,0.2584,0.18137,0.17628,0.76
simple,v2,5,100,Development,f1,0.0135,0.1369,0.07576,0.1234,0.98
simple,v2,5,100,Insect/Disease,f1,0.0195,0.0792,0.08849,0.05962,0.88
simple,v2,5,100,Beaver,f1,0.0038,0.0885,0.09859,0.08465,0.91
strat,v2,5,100,Stable,recall,0.8958,0.8886,0.05406,-0.00718,0.0
strat,v2,5,100,Harvest,recall,0.0762,0.0676,0.05805,-0.00861,0.0
strat,v2,5,100,Development,recall,0.0924,0.0852,0.06305,-0.00726,0.0
strat,v2,5,100,Insect/Disease,recall,0.0717,0.0657,0.06373,-0.00605,0.0
strat,v2,5,100,Beaver,recall,0.3292,0.3694,0.12783,0.04018,0.0
strat,v2,5,100,Stable,precision,0.9867,0.9868,0.0063,0.00012,0.0
strat,v2,5,100,Harvest,precision,0.0891,0.3592,0.29501,0.27012,0.0
strat,v2,5,100,Development,precision,0.0073,0.1744,0.25991,0.16707,0.0
strat,v2,5,100,Insect/Disease,precision,0.0113,0.1013,0.17742,0.09002,0.0
strat,v2,5,100,Beaver,precision,0.0019,0.0031,0.00853,0.0012,0.0
strat,v2,5,100,Stable,f1,0.939,0.9343,0.03098,-0.00476,0.0
strat,v2,5,100,Harvest,f1,0.0822,0.0984,0.07707,0.01622,0.04
strat,v2,5,100,Development,f1,0.0135,0.0606,0.07614,0.04711,0.03
strat,v2,5,100,Insect/Disease,f1,0.0195,0.0444,0.06468,0.02485,0.09
strat,v2,5,100,Beaver,f1,0.0038,0.0059,0.01524,0.00211,0.0
simple,v2,5,200,Stable,recall,0.8958,0.8967,0.01962,0.00093,0.0
simple,v2,5,200,Harvest,recall,0.0762,0.0791,0.15,0.00288,0.0
simple,v2,5,200,Development,recall,0.0924,0.0637,0.23966,-0.0287,0.5
simple,v2,5,200,Insect/Disease,recall,0.0717,0.1071,0.22648,0.03536,0.04
simple,v2,5,200,Beaver,recall,0.3292,0.2413,0.37593,-0.08799,0.74
simple,v2,5,200,Stable,precision,0.9867,0.9869,0.00725,0.00018,0.0
simple,v2,5,200,Harvest,precision,0.0891,0.1058,0.17858,0.01666,0.03
simple,v2,5,200,Development,precision,0.0073,0.0036,0.02572,-0.00368,0.02
simple,v2,5,200,Insect/Disease,precision,0.0113,0.015,0.04169,0.00366,0.0
simple,v2,5,200,Beaver,precision,0.0019,0.0016,0.00643,-0.00033,0.0
simple,v2,5,200,Stable,f1,0.939,0.9395,0.01099,0.00046,0.0
simple,v2,5,200,Harvest,f1,0.0822,0.1864,0.13842,0.10424,0.59
simple,v2,5,200,Development,f1,0.0135,0.064,0.03927,0.05049,0.95
simple,v2,5,200,Insect/Disease,f1,0.0195,0.0845,0.08714,0.06496,0.72
simple,v2,5,200,Beaver,f1,0.0038,0.0342,0.02638,0.03036,0.91
strat,v2,5,200,Stable,recall,0.8958,0.8983,0.03912,0.0025,0.0
strat,v2,5,200,Harvest,recall,0.0762,0.0751,0.0551,-0.00114,0.0
strat,v2,5,200,Development,recall,0.0924,0.0802,0.04612,-0.01225,0.0
strat,v2,5,200,Insect/Disease,recall,0.0717,0.0965,0.13237,0.02476,0.0
strat,v2,5,200,Beaver,recall,0.3292,0.3487,0.12648,0.01948,0.0
strat,v2,5,200,Stable,precision,0.9867,0.9869,0.00516,0.00023,0.0
strat,v2,5,200,Harvest,precision,0.0891,0.3526,0.27736,0.26353,0.0
strat,v2,5,200,Development,precision,0.0073,0.1566,0.25069,0.14934,0.0
strat,v2,5,200,Insect/Disease,precision,0.0113,0.0371,0.07255,0.02583,0.0
strat,v2,5,200,Beaver,precision,0.0019,0.0033,0.01277,0.00139,0.0
strat,v2,5,200,Stable,f1,0.939,0.9401,0.02203,0.00104,0.0
strat,v2,5,200,Harvest,f1,0.0822,0.1005,0.06573,0.01831,0.0
strat,v2,5,200,Development,f1,0.0135,0.0585,0.06992,0.04504,0.0
strat,v2,5,200,Insect/Disease,f1,0.0195,0.0348,0.0582,0.01525,0.01
strat,v2,5,200,Beaver,f1,0.0038,0.0062,0.02239,0.00232,0.0
simple,v2,5,500,Stable,recall,0.8958,0.894,0.01071,-0.0018,0.0
simple,v2,5,500,Harvest,recall,0.0762,0.0824,0.09484,0.00617,0.0
simple,v2,5,500,Development,recall,0.0924,0.1041,0.24728,0.01161,0.23
simple,v2,5,500,Insect/Disease,recall,0.0717,0.0571,0.11678,-0.0146,0.0
simple,v2,5,500,Beaver,recall,0.3292,0.2227,0.36496,-0.1065,0.26
simple,v2,5,500,Stable,precision,0.9867,0.9867,0.00445,-0.0,0.0
simple,v2,5,500,Harvest,precision,0.0891,0.1118,0.14289,0.02271,0.0
simple,v2,5,500,Development,precision,0.0073,0.0088,0.03691,0.00156,0.0
simple,v2,5,500,Insect/Disease,precision,0.0113,0.008,0.01679,-0.00333,0.0
simple,v2,5,500,Beaver,precision,0.0019,0.0021,0.0062,0.00019,0.0
simple,v2,5,500,Stable,f1,0.939,0.938,0.00652,-0.00103,0.0
simple,v2,5,500,Harvest,f1,0.0822,0.1166,0.109,0.03441,0.22
simple,v2,5,500,Development,f1,0.0135,0.0898,0.11659,0.07632,0.84
simple,v2,5,500,Insect/Disease,f1,0.0195,0.0382,0.03378,0.0187,0.65
simple,v2,5,500,Beaver,f1,0.0038,0.0158,0.01934,0.01202,0.74
strat,v2,5,500,Stable,recall,0.8958,0.8968,0.02832,0.00097,0.0
strat,v2,5,500,Harvest,recall,0.0762,0.0799,0.04671,0.00368,0.0
strat,v2,5,500,Development,recall,0.0924,0.0831,0.03693,-0.00931,0.0
strat,v2,5,500,Insect/Disease,recall,0.0717,0.0689,0.06849,-0.00281,0.0
strat,v2,5,500,Beaver,recall,0.3292,0.3698,0.14714,0.04055,0.0
strat,v2,5,500,Stable,precision,0.9867,0.9871,0.00326,0.00037,0.0
strat,v2,5,500,Harvest,precision,0.0891,0.1948,0.2217,0.10565,0.0
strat,v2,5,500,Development,precision,0.0073,0.027,0.06494,0.01973,0.0
strat,v2,5,500,Insect/Disease,precision,0.0113,0.0239,0.05211,0.0126,0.0
strat,v2,5,500,Beaver,precision,0.0019,0.002,0.00346,0.00011,0.0
strat,v2,5,500,Stable,f1,0.939,0.9395,0.01602,0.00048,0.0
strat,v2,5,500,Harvest,f1,0.0822,0.0898,0.05948,0.00762,0.0
strat,v2,5,500,Development,f1,0.0135,0.0245,0.04041,0.01101,0.0
strat,v2,5,500,Insect/Disease,f1,0.0195,0.0242,0.03086,0.00465,0.0
strat,v2,5,500,Beaver,f1,0.0038,0.004,0.00661,0.00016,0.0
simple,v2,5,1000,Stable,recall,0.8958,0.8954,0.00885,-0.00041,0.0
simple,v2,5,1000,Harvest,recall,0.0762,0.0696,0.06401,-0.00665,0.0
simple,v2,5,1000,Development,recall,0.0924,0.1077,0.20617,0.01528,0.07
simple,v2,5,1000,Insect/Disease,recall,0.0717,0.0625,0.08405,-0.00917,0.0
simple,v2,5,1000,Beaver,recall,0.3292,0.2951,0.35063,-0.03415,0.05
simple,v2,5,1000,Stable,precision,0.9867,0.987,0.00286,0.00035,0.0
simple,v2,5,1000,Harvest,precision,0.0891,0.0762,0.0655,-0.0129,0.0
simple,v2,5,1000,Development,precision,0.0073,0.0072,0.01743,-0.0001,0.0
simple,v2,5,1000,Insect/Disease,precision,0.0113,0.0094,0.01317,-0.00196,0.0
simple,v2,5,1000,Beaver,precision,0.0019,0.0023,0.00345,0.00037,0.0
simple,v2,5,1000,Stable,f1,0.939,0.9389,0.00501,-9e-05,0.0
simple,v2,5,1000,Harvest,f1,0.0822,0.0773,0.06131,-0.00482,0.08
simple,v2,5,1000,Development,f1,0.0135,0.0387,0.04203,0.02521,0.67
simple,v2,5,1000,Insect/Disease,f1,0.0195,0.023,0.02261,0.0035,0.31
simple,v2,5,1000,Beaver,f1,0.0038,0.0084,0.0073,0.00456,0.46
strat,v2,5,1000,Stable,recall,0.8958,0.9015,0.01712,0.00573,0.0
strat,v2,5,1000,Harvest,recall,0.0762,0.0721,0.02777,-0.00407,0.0
strat,v2,5,1000,Development,recall,0.0924,0.0913,0.0836,-0.00119,0.0
strat,v2,5,1000,Insect/Disease,recall,0.0717,0.0694,0.08567,-0.00235,0.0
strat,v2,5,1000,Beaver,recall,0.3292,0.3517,0.15906,0.02243,0.0
strat,v2,5,1000,Stable,precision,0.9867,0.9867,0.00204,-1e-05,0.0
strat,v2,5,1000,Harvest,precision,0.0891,0.1441,0.12067,0.05498,0.0
strat,v2,5,1000,Development,precision,0.0073,0.0087,0.01009,0.00141,0.0
strat,v2,5,1000,Insect/Disease,precision,0.0113,0.0138,0.01889,0.00254,0.0
strat,v2,5,1000,Beaver,precision,0.0019,0.002,0.00317,0.00011,0.0
strat,v2,5,1000,Stable,f1,0.939,0.9421,0.00962,0.00305,0.0
strat,v2,5,1000,Harvest,f1,0.0822,0.0848,0.03288,0.00262,0.0
strat,v2,5,1000,Development,f1,0.0135,0.0147,0.01639,0.0012,0.0
