design,version,W,n,cls,census_corr,mean_corr,frac_undefined,mean_rmse,mean_bias
simple,v2,5,50,Agriculture,0.8622,0.8596,0.0,0.163,-0.0096
simple,v2,5,50,Grass/Shrub,0.2685,0.2507,0.0,0.2847,0.0124
simple,v2,5,50,Wetland,0.4548,0.4601,0.0,0.2445,-0.0292
simple,v2,5,50,Beaver,0.0357,0.0514,0.86,0.2019,0.0657
simple,v2,5,50,Insect/Disease,0.033,0.0361,0.48,0.1119,0.0155
strat,v2,5,50,Harvest,0.0918,0.167,0.05,0.2803,-0.0559
strat,v2,5,50,Development,0.0402,0.1636,0.08,0.2023,-0.0379
strat,v2,5,50,Forest,0.729,0.5298,0.0,0.3522,0.0533
strat,v2,5,50,Urban,0.6885,0.7311,0.0,0.2213,0.0596
strat,v2,5,50,Water,0.9695,0.9632,0.0,0.0703,-0.0037
strat,v2,5,50,Agriculture,0.8622,0.7476,0.0,0.2121,0.0087
strat,v2,5,50,Grass/Shrub,0.2685,0.3169,0.0,0.2765,-0.0149
strat,v2,5,50,Wetland,0.4548,0.3498,0.0,0.2741,-0.0212
strat,v2,5,50,Beaver,0.0357,0.3488,0.0,0.2285,0.0363
strat,v2,5,50,Insect/Disease,0.033,0.1374,0.06,0.1965,-0.0243
simple,v2,5,100,Harvest,0.0918,0.1891,0.2,0.1039,-0.0012
simple,v2,5,100,Development,0.0402,0.1496,0.75,0.0565,0.0073
simple,v2,5,100,Forest,0.729,0.7324,0.0,0.3347,-0.0862
simple,v2,5,100,Urban,0.6885,0.6859,0.0,0.1384,0.0247
simple,v2,5,100,Water,0.9695,0.9715,0.0,0.0533,0.0002
simple,v2,5,100,Agriculture,0.8622,0.8671,0.0,0.1625,-0.0138
simple,v2,5,100,Grass/Shrub,0.2685,0.2985,0.0,0.2819,0.0195
simple,v2,5,100,Wetland,0.4548,0.4221,0.0,0.253,-0.0335
simple,v2,5,100,Beaver,0.0357,0.0372,0.8,0.2076,0.0659
simple,v2,5,100,Insect/Disease,0.033,0.0533,0.18,0.1244,0.0171
strat,v2,5,100,Harvest,0.0918,0.1178,0.0,0.2759,-0.0614
strat,v2,5,100,Development,0.0402,0.1701,0.01,0.2038,-0.0368
strat,v2,5,100,Forest,0.729,0.5305,0.0,0.3523,0.055
strat,v2,5,100,Urban,0.6885,0.7181,0.0,0.2268,0.0583
strat,v2,5,100,Water,0.9695,0.9503,0.0,0.0877,-0.001
strat,v2,5,100,Agriculture,0.8622,0.7468,0.0,0.2162,0.0102
strat,v2,5,100,Grass/Shrub,0.2685,0.2917,0.0,0.2819,-0.023
strat,v2,5,100,Wetland,0.4548,0.3775,0.0,0.2767,-0.0149
strat,v2,5,100,Beaver,0.0357,0.3369,0.0,0.236,0.0394
strat,v2,5,100,Insect/Disease,0.033,0.1073,0.01,0.2006,-0.0258
simple,v2,5,200,Harvest,0.0918,0.09,0.04,0.1159,-0.0006
simple,v2,5,200,Development,0.0402,0.0376,0.5,0.0574,0.0067
simple,v2,5,200,Forest,0.729,0.7225,0.0,0.3415,-0.0888
simple,v2,5,200,Urban,0.6885,0.6839,0.0,0.1434,0.026
simple,v2,5,200,Water,0.9695,0.967,0.0,0.064,0.0006
simple,v2,5,200,Agriculture,0.8622,0.8614,0.0,0.1701,-0.0123
simple,v2,5,200,Grass/Shrub,0.2685,0.2785,0.0,0.285,0.011
simple,v2,5,200,Wetland,0.4548,0.4553,0.0,0.2525,-0.0306
simple,v2,5,200,Beaver,0.0357,0.0809,0.74,0.2151,0.0697
simple,v2,5,200,Insect/Disease,0.033,0.0379,0.04,0.1288,0.0183
strat,v2,5,200,Harvest,0.0918,0.1106,0.0,0.2825,-0.0593
strat,v2,5,200,Development,0.0402,0.1718,0.0,0.2035,-0.0357
strat,v2,5,200,Forest,0.729,0.5227,0.0,0.3569,0.0577
strat,v2,5,200,Urban,0.6885,0.7286,0.0,0.2248,0.0569
strat,v2,5,200,Water,0.9695,0.9535,0.0,0.0881,-0.0019
strat,v2,5,200,Agriculture,0.8622,0.7487,0.0,0.2134,0.0075
strat,v2,5,200,Grass/Shrub,0.2685,0.2885,0.0,0.2842,-0.0213
strat,v2,5,200,Wetland,0.4548,0.3943,0.0,0.2786,-0.0164
strat,v2,5,200,Beaver,0.0357,0.3127,0.0,0.2414,0.0388
strat,v2,5,200,Insect/Disease,0.033,0.1111,0.0,0.2018,-0.0263
simple,v2,5,500,Harvest,0.0918,0.1,0.0,0.1156,-0.0014
simple,v2,5,500,Development,0.0402,0.0536,0.2,0.0669,0.0074
simple,v2,5,500,Forest,0.729,0.7307,0.0,0.3367,-0.0856
simple,v2,5,500,Urban,0.6885,0.7049,0.0,0.1443,0.0266
simple,v2,5,500,Water,0.9695,0.9697,0.0,0.0647,0.0005
simple,v2,5,500,Agriculture,0.8622,0.8638,0.0,0.1692,-0.0129
simple,v2,5,500,Grass/Shrub,0.2685,0.2753,0.0,0.2853,0.0125
simple,v2,5,500,Wetland,0.4548,0.4616,0.0,0.2514,-0.033
simple,v2,5,500,Beaver,0.0357,0.0492,0.39,0.2152,0.0692
simple,v2,5,500,Insect/Disease,0.033,0.0266,0.0,0.1271,0.0167
strat,v2,5,500,Harvest,0.0918,0.1282,0.0,0.2779,-0.0589
strat,v2,5,500,Development,0.0402,0.1725,0.0,0.2068,-0.0363
strat,v2,5,500,Forest,0.729,0.5283,0.0,0.3547,0.0574
strat,v2,5,500,Urban,0.6885,0.7197,0.0,0.2285,0.0581
strat,v2,5,500,Water,0.9695,0.9544,0.0,0.0878,-0.0019
strat,v2,5,500,Agriculture,0.8622,0.7456,0.0,0.2184,0.0098
strat,v2,5,500,Grass/Shrub,0.2685,0.2937,0.0,0.2852,-0.0217
strat,v2,5,500,Wetland,0.4548,0.3883,0.0,0.2759,-0.0187
strat,v2,5,500,Beaver,0.0357,0.3228,0.0,0.2401,0.0395
strat,v2,5,500,Insect/Disease,0.033,0.1084,0.0,0.2038,-0.0272
simple,v2,5,1000,Harvest,0.0918,0.0786,0.0,0.1191,-0.0019
simple,v2,5,1000,Development,0.0402,0.0462,0.01,0.0692,0.0074
simple,v2,5,1000,Forest,0.729,0.7303,0.0,0.338,-0.0867
simple,v2,5,1000,Urban,0.6885,0.6975,0.0,0.1441,0.0265
simple,v2,5,1000,Water,0.9695,0.9702,0.0,0.0646,0.0009
simple,v2,5,1000,Agriculture,0.8622,0.8646,0.0,0.1708,-0.0112
simple,v2,5,1000,Grass/Shrub,0.2685,0.2755,0.0,0.2857,0.0113
simple,v2,5,1000,Wetland,0.4548,0.4618,0.0,0.2492,-0.0304
simple,v2,5,1000,Beaver,0.0357,0.0337,0.11,0.2114,0.0664
simple,v2,5,1000,Insect/Disease,0.033,0.0312,0.0,0.1317,0.0178
strat,v2,5,1000,Harvest,0.0918,0.1302,0.0,0.2798,-0.0582
strat,v2,5,1000,Development,0.0402,0.1821,0.0,0.205,-0.0368
strat,v2,5,1000,Forest,0.729,0.5247,0.0,0.3558,0.0567
strat,v2,5,1000,Urban,0.6885,0.7254,0.0,0.2261,0.0579
strat,v2,5,1000,Water,0.9695,0.9554,0.0,0.0879,-0.0021
strat,v2,5,1000,Agriculture,0.8622,0.7435,0.0,0.2195,0.01
strat,v2,5,1000,Grass/Shrub,0.2685,0.2978,0.0,0.2844,-0.0223
strat,v2,5,1000,Wetland,0.4548,0.3925,0.0,0.2782,-0.0171
strat,v2,5,1000,Beaver,0.0357,0.3283,0.0,0.2398,0.0388
strat,v2,5,1000,Insect/Disease,0.033,0.1152,0.0,0.2051,-0.0268
simple,v2,5,2000,Harvest,0.0918,0.0916,0.0,0.1162,-0.0015
simple,v2,5,2000,Development,0.0402,0.0378,0.0,0.0686,0.0072
simple,v2,5,2000,Forest,0.729,0.7294,0.0,0.3383,-0.0857
simple,v2,5,2000,Urban,0.6885,0.686,0.0,0.1461,0.0268
simple,v2,5,2000,Water,0.9695,0.9695,0.0,0.0665,0.001
simple,v2,5,2000,Agriculture,0.8622,0.8605,0.0,0.1724,-0.0129
simple,v2,5,2000,Grass/Shrub,0.2685,0.2627,0.0,0.2877,0.0127
simple,v2,5,2000,Wetland,0.4548,0.4531,0.0,0.2526,-0.0324
simple,v2,5,2000,Beaver,0.0357,0.0359,0.0,0.2121,0.0668
simple,v2,5,2000,Insect/Disease,0.033,0.0368,0.0,0.1319,0.0181
strat,v2,5,2000,Harvest,0.0918,0.1309,0.0,0.2791,-0.0591
strat,v2,5,2000,Development,0.0402,0.1874,0.0,0.2038,-0.0369
strat,v2,5,2000,Forest,0.729,0.5289,0.0,0.3545,0.057
strat,v2,5,2000,Urban,0.6885,0.7254,0.0,0.2264,0.0583
strat,v2,5,2000,Water,0.9695,0.9549,0.0,0.0886,-0.0017
strat,v2,5,2000,Agriculture,0.8622,0.7456,0.0,0.2179,0.0091
strat,v2,5,2000,Grass/Shrub,0.2685,0.3063,0.0,0.2831,-0.0212
strat,v2,5,2000,Wetland,0.4548,0.3927,0.0,0.2772,-0.0168
strat,v2,5,2000,Beaver,0.0357,0.3283,0.0,0.2384,0.038
strat,v2,5,2000,Insect/Disease,0.033,0.112,0.0,0.2055,-0.0268
simple,v2,5,5000,Harvest,0.0918,0.0977,0.0,0.1186,-0.0016
simple,v2,5,5000,Development,0.0402,0.0427,0.0,0.0694,0.0072
simple,v2,5,5000,Forest,0.729,0.7291,0.0,0.3386,-0.0865
simple,v2,5,5000,Urban,0.6885,0.6891,0.0,0.1458,0.0266
simple,v2,5,5000,Water,0.9695,0.9693,0.0,0.0668,0.001
simple,v2,5,5000,Agriculture,0.8622,0.8626,0.0,0.1721,-0.0126
simple,v2,5,5000,Grass/Shrub,0.2685,0.2698,0.0,0.287,0.0118
simple,v2,5,5000,Wetland,0.4548,0.4521,0.0,0.2533,-0.0311
simple,v2,5,5000,Beaver,0.0357,0.0302,0.0,0.2133,0.0673
simple,v2,5,5000,Insect/Disease,0.033,0.034,0.0,0.1324,0.0179
strat,v2,5,5000,Harvest,0.0918,0.1266,0.0,0.2845,-0.061
strat,v2,5,5000,Development,0.0402,0.1831,0.0,0.204,-0.036
strat,v2,5,5000,Forest,0.729,0.5319,0.0,0.3569,0.0629
strat,v2,5,5000,Urban,0.6885,0.7241,0.0,0.2284,0.059
strat,v2,5,5000,Water,0.9695,0.9615,0.0,0.083,-0.0013
strat,v2,5,5000,Agriculture,0.8622,0.7473,0.0,0.2202,0.0092
strat,v2,5,5000,Grass/Shrub,0.2685,0.303,0.0,0.286,-0.0245
strat,v2,5,5000,Wetland,0.4548,0.4064,0.0,0.2721,-0.0237
strat,v2,5,5000,Beaver,0.0357,0.2953,0.0,0.229,0.0446
strat,v2,5,5000,Insect/Disease,0.033,0.115,0.0,0.2072,-0.0292
simple,v2,7,20,Harvest,0.0946,0.2935,0.82,0.0628,-0.0069
simple,v2,7,20,Development,0.0419,0.1816,0.91,0.035,0.0071
simple,v2,7,20,Forest,0.7418,0.7475,0.0,0.3035,-0.0799
simple,v2,7,20,Urban,0.7158,0.6862,0.07,0.1199,0.0308
simple,v2,7,20,Water,0.9739,0.9649,0.1,0.0335,0.0003
simple,v2,7,20,Agriculture,0.8781,0.8707,0.02,0.142,-0.0116
simple,v2,7,20,Grass/Shrub,0.2786,0.2686,0.01,0.2438,0.0014
simple,v2,7,20,Wetland,0.4723,0.4619,0.01,0.211,-0.0242
simple,v2,7,20,Beaver,0.0394,-0.0826,0.98,0.1785,0.066
simple,v2,7,20,Insect/Disease,0.0352,0.1028,0.78,0.0884,0.0169
strat,v2,7,20,Harvest,0.0946,0.2267,0.23,0.2568,-0.0528
strat,v2,7,20,Development,0.0419,0.25,0.21,0.1679,-0.0276
strat,v2,7,20,Forest,0.7418,0.5606,0.0,0.3283,0.0442
strat,v2,7,20,Urban,0.7158,0.7755,0.0,0.2,0.064
strat,v2,7,20,Water,0.9739,0.9596,0.0,0.0612,-0.0011
strat,v2,7,20,Agriculture,0.8781,0.7444,0.0,0.1958,0.0027
strat,v2,7,20,Grass/Shrub,0.2786,0.2634,0.02,0.2521,-0.0238
strat,v2,7,20,Wetland,0.4723,0.378,0.01,0.258,-0.0218
strat,v2,7,20,Beaver,0.0394,0.3579,0.0,0.2082,0.0397
strat,v2,7,20,Insect/Disease,0.0352,0.22,0.36,0.1687,-0.0234
simple,v2,7,50,Harvest,0.0946,0.0537,0.25,0.1155,0.0019
simple,v2,7,50,Development,0.0419,0.0628,0.81,0.049,0.008
simple,v2,7,50,Forest,0.7418,0.7468,0.0,0.3147,-0.0836
simple,v2,7,50,Urban,0.7158,0.7076,0.0,0.1222,0.0247
simple,v2,7,50,Water,0.9739,0.9732,0.01,0.0496,0.0004
simple,v2,7,50,Agriculture,0.8781,0.8897,0.0,0.145,-0.0149
simple,v2,7,50,Grass/Shrub,0.2786,0.2662,0.0,0.261,0.0097
simple,v2,7,50,Wetland,0.4723,0.45,0.0,0.221,-0.0274
simple,v2,7,50,Beaver,0.0394,0.0776,0.88,0.185,0.0624
simple,v2,7,50,Insect/Disease,0.0352,0.0877,0.36,0.1037,0.0187
strat,v2,7,50,Harvest,0.0946,0.152,0.04,0.262,-0.0563
strat,v2,7,50,Development,0.0419,0.1924,0.01,0.1711,-0.027
strat,v2,7,50,Forest,0.7418,0.5686,0.0,0.3319,0.0452
strat,v2,7,50,Urban,0.7158,0.7342,0.0,0.2084,0.0586
strat,v2,7,50,Water,0.9739,0.9672,0.0,0.0656,-0.0002
strat,v2,7,50,Agriculture,0.8781,0.8039,0.0,0.1881,0.0028
strat,v2,7,50,Grass/Shrub,0.2786,0.297,0.0,0.2665,-0.0229
strat,v2,7,50,Wetland,0.4723,0.4224,0.0,0.2561,-0.019
strat,v2,7,50,Beaver,0.0394,0.3276,0.0,0.2113,0.0383
strat,v2,7,50,Insect/Disease,0.0352,0.1192,0.08,0.1861,-0.0195
simple,v2,7,100,Harvest,0.0946,0.0938,0.06,0.1062,-0.0011
simple,v2,7,100,Development,0.0419,0.1214,0.62,0.051,0.0066
simple,v2,7,100,Forest,0.7418,0.7375,0.0,0.3224,-0.0892
simple,v2,7,100,Urban,0.7158,0.7049,0.0,0.127,0.0249
simple,v2,7,100,Water,0.9739,0.9735,0.0,0.0527,0.0012
simple,v2,7,100,Agriculture,0.8781,0.8818,0.0,0.1503,-0.0085
simple,v2,7,100,Grass/Shrub,0.2786,0.2689,0.0,0.2704,0.01
simple,v2,7,100,Wetland,0.4723,0.4717,0.0,0.2318,-0.0265
simple,v2,7,100,Beaver,0.0394,0.082,0.64,0.1905,0.0635
simple,v2,7,100,Insect/Disease,0.0352,0.0647,0.09,0.1231,0.0192
strat,v2,7,100,Harvest,0.0946,0.1321,0.01,0.2683,-0.0574
strat,v2,7,100,Development,0.0419,0.1998,0.0,0.1782,-0.0265
strat,v2,7,100,Forest,0.7418,0.5315,0.0,0.3394,0.0351
strat,v2,7,100,Urban,0.7158,0.7406,0.0,0.211,0.0615
strat,v2,7,100,Water,0.9739,0.9625,0.0,0.0745,-0.0008
strat,v2,7,100,Agriculture,0.8781,0.7775,0.0,0.1965,0.0028
strat,v2,7,100,Grass/Shrub,0.2786,0.291,0.0,0.2752,-0.022
strat,v2,7,100,Wetland,0.4723,0.418,0.0,0.2603,-0.0185
strat,v2,7,100,Beaver,0.0394,0.3196,0.0,0.2181,0.0427
strat,v2,7,100,Insect/Disease,0.0352,0.1349,0.02,0.1838,-0.0169
simple,v2,7,200,Harvest,0.0946,0.0916,0.0,0.11,-0.0007
simple,v2,7,200,Development,0.0419,0.0745,0.41,0.0597,0.007
simple,v2,7,200,Forest,0.7418,0.7406,0.0,0.3211,-0.0875
simple,v2,7,200,Urban,0.7158,0.721,0.0,0.131,0.026
simple,v2,7,200,Water,0.9739,0.9716,0.0,0.0577,0.0006
simple,v2,7,200,Agriculture,0.8781,0.8776,0.0,0.1571,-0.0106
simple,v2,7,200,Grass/Shrub,0.2786,0.2562,0.0,0.2702,0.0101
simple,v2,7,200,Wetland,0.4723,0.4755,0.0,0.2367,-0.0318
simple,v2,7,200,Beaver,0.0394,0.0438,0.47,0.2022,0.0687
simple,v2,7,200,Insect/Disease,0.0352,0.0535,0.0,0.1252,0.0183
strat,v2,7,200,Harvest,0.0946,0.1356,0.0,0.2694,-0.0569
strat,v2,7,200,Development,0.0419,0.1861,0.0,0.1808,-0.0271
strat,v2,7,200,Forest,0.7418,0.5562,0.0,0.3355,0.0428
strat,v2,7,200,Urban,0.7158,0.7423,0.0,0.2098,0.0585
strat,v2,7,200,Water,0.9739,0.9694,0.0,0.0694,-0.0013
strat,v2,7,200,Agriculture,0.8781,0.7835,0.0,0.1972,0.007
strat,v2,7,200,Grass/Shrub,0.2786,0.2961,0.0,0.2689,-0.0228
strat,v2,7,200,Wetland,0.4723,0.4259,0.0,0.26,-0.0229
strat,v2,7,200,Beaver,0.0394,0.3544,0.0,0.2181,0.0448
strat,v2,7,200,Insect/Disease,0.0352,0.1072,0.0,0.1851,-0.0222
simple,v2,7,500,Harvest,0.0946,0.1085,0.0,0.1121,-0.0007
simple,v2,7,500,Development,0.0419,0.0485,0.12,0.059,0.0069
simple,v2,7,500,Forest,0.7418,0.7413,0.0,0.3213,-0.0879
simple,v2,7,500,Urban,0.7158,0.7194,0.0,0.1331,0.0265
simple,v2,7,500,Water,0.9739,0.9736,0.0,0.0601,0.0012
simple,v2,7,500,Agriculture,0.8781,0.8776,0.0,0.1572,-0.0116
simple,v2,7,500,Grass/Shrub,0.2786,0.281,0.0,0.2715,0.0111
simple,v2,7,500,Wetland,0.4723,0.4727,0.0,0.2384,-0.0324
simple,v2,7,500,Beaver,0.0394,0.0367,0.21,0.2049,0.0692
simple,v2,7,500,Insect/Disease,0.0352,0.0423,0.0,0.1256,0.0176
strat,v2,7,500,Harvest,0.0946,0.133,0.0,0.2674,-0.0546
strat,v2,7,500,Development,0.0419,0.1967,0.0,0.1785,-0.026
strat,v2,7,500,Forest,0.7418,0.5568,0.0,0.3345,0.0408
strat,v2,7,500,Urban,0.7158,0.7425,0.0,0.2118,0.0592
strat,v2,7,500,Water,0.9739,0.9681,0.0,0.0727,-0.0021
strat,v2,7,500,Agriculture,0.8781,0.7765,0.0,0.1982,0.0039
strat,v2,7,500,Grass/Shrub,0.2786,0.3005,0.0,0.2714,-0.0221
strat,v2,7,500,Wetland,0.4723,0.422,0.0,0.2623,-0.0198
strat,v2,7,500,Beaver,0.0394,0.3353,0.0,0.2184,0.0418
strat,v2,7,500,Insect/Disease,0.0352,0.1003,0.0,0.1899,-0.0211
simple,v2,7,1000,Harvest,0.0946,0.1061,0.0,0.1143,-0.0019
simple,v2,7,1000,Development,0.0419,0.0383,0.01,0.0629,0.007
simple,v2,7,1000,Forest,0.7418,0.7439,0.0,0.3198,-0.0857
simple,v2,7,1000,Urban,0.7158,0.7141,0.0,0.1355,0.0276
simple,v2,7,1000,Water,0.9739,0.9725,0.0,0.0613,0.0012
simple,v2,7,1000,Agriculture,0.8781,0.8764,0.0,0.1599,-0.0125
simple,v2,7,1000,Grass/Shrub,0.2786,0.2679,0.0,0.2715,0.0107
simple,v2,7,1000,Wetland,0.4723,0.4699,0.0,0.2401,-0.0319
simple,v2,7,1000,Beaver,0.0394,0.0421,0.02,0.2024,0.0673
simple,v2,7,1000,Insect/Disease,0.0352,0.0346,0.0,0.1288,0.0183
strat,v2,7,1000,Harvest,0.0946,0.1404,0.0,0.2673,-0.0548
strat,v2,7,1000,Development,0.0419,0.202,0.0,0.1777,-0.0261
strat,v2,7,1000,Forest,0.7418,0.5531,0.0,0.3336,0.0372
strat,v2,7,1000,Urban,0.7158,0.7407,0.0,0.2111,0.0584
strat,v2,7,1000,Water,0.9739,0.9646,0.0,0.0771,-0.0012
strat,v2,7,1000,Agriculture,0.8781,0.7802,0.0,0.1979,0.0046
strat,v2,7,1000,Grass/Shrub,0.2786,0.2929,0.0,0.2729,-0.0221
strat,v2,7,1000,Wetland,0.4723,0.4156,0.0,0.2641,-0.0195
strat,v2,7,1000,Beaver,0.0394,0.3452,0.0,0.2205,0.0445
strat,v2,7,1000,Insect/Disease,0.0352,0.1002,0.0,0.1886,-0.0211
simple,v2,7,2000,Harvest,0.0946,0.105,0.0,0.1146,-0.0017
simple,v2,7,2000,Development,0.0419,0.0347,0.0,0.0652,0.0072
simple,v2,7,2000,Forest,0.7418,0.7432,0.0,0.3205,-0.0864
simple,v2,7,2000,Urban,0.7158,0.7162,0.0,0.1337,0.0263
simple,v2,7,2000,Water,0.9739,0.9751,0.0,0.0597,0.0009
simple,v2,7,2000,Agriculture,0.8781,0.8795,0.0,0.1572,-0.0128
simple,v2,7,2000,Grass/Shrub,0.2786,0.2797,0.0,0.2714,0.0119
simple,v2,7,2000,Wetland,0.4723,0.4713,0.0,0.2391,-0.0311
simple,v2,7,2000,Beaver,0.0394,0.0372,0.0,0.2034,0.0676
simple,v2,7,2000,Insect/Disease,0.0352,0.0386,0.0,0.1274,0.0181
strat,v2,7,2000,Harvest,0.0946,0.1359,0.0,0.2691,-0.0558
strat,v2,7,2000,Development,0.0419,0.2005,0.0,0.179,-0.0272
strat,v2,7,2000,Forest,0.7418,0.5541,0.0,0.3357,0.0419
strat,v2,7,2000,Urban,0.7158,0.7452,0.0,0.2126,0.0601
strat,v2,7,2000,Water,0.9739,0.9673,0.0,0.0747,-0.0011
strat,v2,7,2000,Agriculture,0.8781,0.7776,0.0,0.1994,0.0044
strat,v2,7,2000,Grass/Shrub,0.2786,0.3009,0.0,0.2729,-0.0233
strat,v2,7,2000,Wetland,0.4723,0.4179,0.0,0.2614,-0.0223
strat,v2,7,2000,Beaver,0.0394,0.3284,0.0,0.2177,0.0456
strat,v2,7,2000,Insect/Disease,0.0352,0.1059,0.0,0.1905,-0.0223
simple,v2,7,5000,Harvest,0.0946,0.0945,0.0,0.115,-0.0019
simple,v2,7,5000,Development,0.0419,0.0458,0.0,0.0641,0.0072
simple,v2,7,5000,Forest,0.7418,0.7417,0.0,0.3217,-0.0869
simple,v2,7,5000,Urban,0.7158,0.7165,0.0,0.1343,0.0267
simple,v2,7,5000,Water,0.9739,0.9736,0.0,0.0615,0.001
simple,v2,7,5000,Agriculture,0.8781,0.8791,0.0,0.1585,-0.0127
simple,v2,7,5000,Grass/Shrub,0.2786,0.2805,0.0,0.2707,0.012
simple,v2,7,5000,Wetland,0.4723,0.4754,0.0,0.2373,-0.031
simple,v2,7,5000,Beaver,0.0394,0.0417,0.0,0.2032,0.0675
simple,v2,7,5000,Insect/Disease,0.0352,0.0352,0.0,0.1289,0.0181
strat,v2,7,5000,Harvest,0.0946,0.1308,0.0,0.2824,-0.0628
strat,v2,7,5000,Development,0.0419,0.1713,0.0,0.1466,-0.0113
strat,v2,7,5000,Forest,0.7418,0.556,0.0,0.3437,0.0532
strat,v2,7,5000,Urban,0.7158,0.7591,0.0,0.1984,0.0511
strat,v2,7,5000,Water,0.9739,0.9727,0.0,0.0712,-0.0001
strat,v2,7,5000,Agriculture,0.8781,0.8072,0.0,0.1894,-0.0007
strat,v2,7,5000,Grass/Shrub,0.2786,0.3128,0.0,0.2782,-0.0268
strat,v2,7,5000,Wetland,0.4723,0.4477,0.0,0.2552,-0.0311
strat,v2,7,5000,Beaver,0.0394,0.2381,0.0,0.2079,0.055
strat,v2,7,5000,Insect/Disease,0.0352,0.1125,0.0,0.1954,-0.0265
simple,v2,9,20,Harvest,0.0948,0.2793,0.75,0.0934,-0.0078
simple,v2,9,20,Development,0.0433,0.3046,0.91,0.0361,0.0083
simple,v2,9,20,Forest,0.7505,0.736,0.0,0.3083,-0.0832
simple,v2,9,20,Urban,0.7322,0.7134,0.03,0.1176,0.0288
simple,v2,9,20,Water,0.9767,0.9728,0.11,0.0319,0.0008
simple,v2,9,20,Agriculture,0.8894,0.8849,0.01,0.1308,-0.0139
simple,v2,9,20,Grass/Shrub,0.2846,0.1974,0.0,0.2518,0.0088
simple,v2,9,20,Wetland,0.4843,0.5057,0.0,0.2114,-0.0223
simple,v2,9,20,Beaver,0.0424,0.2069,0.92,0.1716,0.0648
simple,v2,9,20,Insect/Disease,0.0364,0.1183,0.58,0.0845,0.0157
strat,v2,9,20,Harvest,0.0948,0.1834,0.29,0.2432,-0.0526
strat,v2,9,20,Development,0.0433,0.1671,0.12,0.1607,-0.0259
strat,v2,9,20,Forest,0.7505,0.6174,0.0,0.3071,0.0363
strat,v2,9,20,Urban,0.7322,0.7806,0.0,0.1839,0.0585
strat,v2,9,20,Water,0.9767,0.9796,0.0,0.0418,-0.0013
strat,v2,9,20,Agriculture,0.8894,0.7882,0.0,0.1772,0.0047
strat,v2,9,20,Grass/Shrub,0.2846,0.2346,0.0,0.2516,-0.022
strat,v2,9,20,Wetland,0.4843,0.4651,0.0,0.2373,-0.0267
strat,v2,9,20,Beaver,0.0424,0.3698,0.0,0.1963,0.0456
strat,v2,9,20,Insect/Disease,0.0364,0.2136,0.26,0.1616,-0.0165
simple,v2,9,50,Harvest,0.0948,0.1598,0.29,0.0878,-0.003
simple,v2,9,50,Development,0.0433,0.1772,0.74,0.0422,0.007
simple,v2,9,50,Forest,0.7505,0.7595,0.0,0.297,-0.0804
simple,v2,9,50,Urban,0.7322,0.7402,0.0,0.1199,0.0268
simple,v2,9,50,Water,0.9767,0.973,0.0,0.0474,0.0001
simple,v2,9,50,Agriculture,0.8894,0.8963,0.0,0.1366,-0.0148
simple,v2,9,50,Grass/Shrub,0.2846,0.2776,0.0,0.2606,0.0123
simple,v2,9,50,Wetland,0.4843,0.4848,0.0,0.216,-0.0311
simple,v2,9,50,Beaver,0.0424,0.1251,0.82,0.1911,0.0691
simple,v2,9,50,Insect/Disease,0.0364,0.0215,0.32,0.0946,0.014
strat,v2,9,50,Harvest,0.0948,0.1688,0.01,0.2634,-0.0489
strat,v2,9,50,Development,0.0433,0.1637,0.02,0.1646,-0.0201
strat,v2,9,50,Forest,0.7505,0.5767,0.0,0.3224,0.0379
strat,v2,9,50,Urban,0.7322,0.7536,0.0,0.1936,0.0563
strat,v2,9,50,Water,0.9767,0.9777,0.0,0.0517,-0.0015
strat,v2,9,50,Agriculture,0.8894,0.7953,0.0,0.1825,-0.0011
strat,v2,9,50,Grass/Shrub,0.2846,0.3285,0.0,0.2533,-0.0226
strat,v2,9,50,Wetland,0.4843,0.4285,0.0,0.2452,-0.0272
strat,v2,9,50,Beaver,0.0424,0.3716,0.0,0.1995,0.0436
strat,v2,9,50,Insect/Disease,0.0364,0.0845,0.05,0.1723,-0.0165
simple,v2,9,100,Harvest,0.0948,0.1003,0.09,0.1016,-0.0034
simple,v2,9,100,Development,0.0433,0.111,0.54,0.052,0.0065
simple,v2,9,100,Forest,0.7505,0.7558,0.0,0.3026,-0.0832
simple,v2,9,100,Urban,0.7322,0.7449,0.0,0.1243,0.0283
simple,v2,9,100,Water,0.9767,0.9798,0.0,0.0451,0.0011
simple,v2,9,100,Agriculture,0.8894,0.8883,0.0,0.1454,-0.0137
simple,v2,9,100,Grass/Shrub,0.2846,0.2936,0.0,0.2529,0.0136
simple,v2,9,100,Wetland,0.4843,0.4751,0.0,0.224,-0.0324
simple,v2,9,100,Beaver,0.0424,0.0521,0.61,0.1845,0.0632
simple,v2,9,100,Insect/Disease,0.0364,0.0358,0.02,0.1256,0.0202
strat,v2,9,100,Harvest,0.0948,0.1514,0.0,0.2538,-0.0518
strat,v2,9,100,Development,0.0433,0.1307,0.0,0.1725,-0.023
strat,v2,9,100,Forest,0.7505,0.5724,0.0,0.3214,0.0275
strat,v2,9,100,Urban,0.7322,0.7721,0.0,0.1911,0.0538
strat,v2,9,100,Water,0.9767,0.9778,0.0,0.0561,-0.0011
strat,v2,9,100,Agriculture,0.8894,0.7941,0.0,0.1891,0.0071
