source,change_class,cell_id,bracket,f1,ref_pixels_of_class,pred_pixels_of_class,present_via
v4,insect_disease,13163,2021_2023,0.0,0,8991,prediction
v4,beaver,13163,2021_2023,0.0,37,0,reference
v5,harvest,13163,2021_2023,0.0,268,0,reference
v5,beaver,13163,2021_2023,0.0,37,3769,both
v6,harvest,13163,2021_2023,0.00587,268,14052,both
v6,development,13163,2021_2023,0.0,0,10615,prediction
v6,insect_disease,13163,2021_2023,0.0,0,21410,prediction
v6,beaver,13163,2021_2023,0.00049,37,16442,both
spec_all,harvest,13163,2021_2023,0.02047,268,3641,both
spec_all,development,13163,2021_2023,0.0,0,7800,prediction
spec_all,insect_disease,13163,2021_2023,0.0,0,3667,prediction
spec_all,beaver,13163,2021_2023,0.00083,37,4805,both
v2,harvest,13381,2020_2022,0.0,0,295,prediction
v2,development,13381,2020_2022,0.0,0,947,prediction
v3,harvest,13381,2020_2022,0.0,0,22,prediction
v3,development,13381,2020_2022,0.0,0,1059,prediction
v4,harvest,13381,2020_2022,0.0,0,6535,prediction
v4,development,13381,2020_2022,0.0,0,1484,prediction
v4,insect_disease,13381,2020_2022,0.0,0,1632,prediction
v4,beaver,13381,2020_2022,0.0,0,5906,prediction
v5,harvest,13381,2020_2022,0.0,0,102,prediction
v5,development,13381,2020_2022,0.0,0,1935,prediction
v6,harvest,13381,2020_2022,0.0,0,12359,prediction
v6,development,13381,2020_2022,0.0,0,13574,prediction
v6,insect_disease,13381,2020_2022,0.0,0,13085,prediction
v6,beaver,13381,2020_2022,0.0,0,11424,prediction
spec_all,harvest,13381,2020_2022,0.0,0,14727,prediction
spec_all,development,13381,2020_2022,0.0,0,11202,prediction
spec_all,insect_disease,13381,2020_2022,0.0,0,98,prediction
spec_all,beaver,13381,2020_2022,0.0,0,511,prediction
v2,harvest,13541,2019_2021,0.0,0,75,prediction
v2,development,13541,2019_2021,0.0,0,6153,prediction
v2,insect_disease,13541,2019_2021,0.0,0,478,prediction
v2,beaver,13541,2019_2021,0.0,0,705,prediction
v3,harvest,13541,2019_2021,0.0,0,181,prediction
v3,development,13541,2019_2021,0.0,0,5624,prediction
v3,insect_disease,13541,2019_2021,0.0,0,129,prediction
v3,beaver,13541,2019_2021,0.0,0,28,prediction
v4,harvest,13541,2019_2021,0.0,0,1324,prediction
v4,development,13541,2019_2021,0.0,0,2247,prediction
v4,insect_disease,13541,2019_2021,0.0,0,27,prediction
v4,beaver,13541,2019_2021,0.0,0,22852,prediction
v5,harvest,13541,2019_2021,0.0,0,56,prediction
v5,development,13541,2019_2021,0.0,0,4631,prediction
v5,insect_disease,13541,2019_2021,0.0,0,3678,prediction
v5,beaver,13541,2019_2021,0.0,0,161,prediction
v6,harvest,13541,2019_2021,0.0,0,15638,prediction
v6,development,13541,2019_2021,0.0,0,33216,prediction
v6,insect_disease,13541,2019_2021,0.0,0,12608,prediction
v6,beaver,13541,2019_2021,0.0,0,13552,prediction
spec_all,harvest,13541,2019_2021,0.0,0,691,prediction
spec_all,development,13541,2019_2021,0.0,0,11561,prediction
spec_all,insect_disease,13541,2019_2021,0.0,0,4747,prediction
spec_all,beaver,13541,2019_2021,0.0,0,82,prediction
v2,harvest,13691,2019_2021,0.0,25,848,both
v2,development,13691,2019_2021,0.0,0,2,prediction
v2,insect_disease,13691,2019_2021,0.0,0,13,prediction
v2,beaver,13691,2019_2021,0.00624,159,42123,both
v3,harvest,13691,2019_2021,0.0,25,413,both
v3,beaver,13691,2019_2021,0.00618,159,45461,both
v4,harvest,13691,2019_2021,0.0,25,63,both
v4,development,13691,2019_2021,0.0,0,15304,prediction
v4,insect_disease,13691,2019_2021,0.0,0,1,prediction
v4,beaver,13691,2019_2021,0.21941,159,315,both
v5,harvest,13691,2019_2021,0.0,25,9219,both
v5,insect_disease,13691,2019_2021,0.0,0,22,prediction
v5,beaver,13691,2019_2021,0.00428,159,61010,both
v6,harvest,13691,2019_2021,0.00058,25,10346,both
v6,development,13691,2019_2021,0.0,0,7862,prediction
v6,insect_disease,13691,2019_2021,0.0,0,15561,prediction
v6,beaver,13691,2019_2021,0.00396,159,13464,both
spec_all,harvest,13691,2019_2021,0.07143,25,3,both
spec_all,development,13691,2019_2021,0.0,0,56,prediction
spec_all,insect_disease,13691,2019_2021,0.0,0,32069,prediction
spec_all,beaver,13691,2019_2021,0.0,159,406,both
v2,harvest,13732,2019_2021,0.0,0,80,prediction
v2,development,13732,2019_2021,0.0,0,535,prediction
v2,insect_disease,13732,2019_2021,0.0,0,100,prediction
v2,beaver,13732,2019_2021,0.0,0,40584,prediction
v3,harvest,13732,2019_2021,0.0,0,29,prediction
v3,beaver,13732,2019_2021,0.0,0,44970,prediction
v4,harvest,13732,2019_2021,0.0,0,658,prediction
v4,development,13732,2019_2021,0.0,0,18572,prediction
v4,beaver,13732,2019_2021,0.0,0,685,prediction
v5,harvest,13732,2019_2021,0.0,0,1104,prediction
v5,development,13732,2019_2021,0.0,0,42,prediction
v5,insect_disease,13732,2019_2021,0.0,0,52,prediction
v5,beaver,13732,2019_2021,0.0,0,47158,prediction
v6,harvest,13732,2019_2021,0.0,0,11562,prediction
v6,development,13732,2019_2021,0.0,0,10101,prediction
v6,insect_disease,13732,2019_2021,0.0,0,18014,prediction
v6,beaver,13732,2019_2021,0.0,0,14724,prediction
spec_all,harvest,13732,2019_2021,0.0,0,59,prediction
spec_all,development,13732,2019_2021,0.0,0,3277,prediction
spec_all,insect_disease,13732,2019_2021,0.0,0,26875,prediction
spec_all,beaver,13732,2019_2021,0.0,0,9825,prediction
v2,harvest,13843,2019_2021,0.0806,340,57,both
v2,development,13843,2019_2021,0.0,20,1556,both
v2,insect_disease,13843,2019_2021,0.0,0,1,prediction
v2,beaver,13843,2019_2021,0.0,0,46532,prediction
v3,harvest,13843,2019_2021,0.0057,340,11,both
v3,development,13843,2019_2021,0.0,20,0,reference
v3,beaver,13843,2019_2021,0.0,0,43690,prediction
v4,harvest,13843,2019_2021,0.00738,340,202,both
v4,development,13843,2019_2021,0.00063,20,60652,both
v4,beaver,13843,2019_2021,0.0,0,465,prediction
v5,harvest,13843,2019_2021,0.00427,340,597,both
v5,development,13843,2019_2021,0.0,20,98,both
v5,insect_disease,13843,2019_2021,0.0,0,44,prediction
v5,beaver,13843,2019_2021,0.0,0,53372,prediction
v6,harvest,13843,2019_2021,0.00831,340,14576,both
v6,development,13843,2019_2021,0.00181,20,9932,both
v6,insect_disease,13843,2019_2021,0.0,0,21103,prediction
v6,beaver,13843,2019_2021,0.0,0,16343,prediction
spec_all,harvest,13843,2019_2021,0.00855,340,362,both
spec_all,development,13843,2019_2021,0.00202,20,2949,both
spec_all,insect_disease,13843,2019_2021,0.0,0,21607,prediction
spec_all,beaver,13843,2019_2021,0.0,0,389,prediction
v2,harvest,13870,2021_2023,0.00199,7032,9,both
v2,development,13870,2021_2023,0.0,0,44,prediction
v2,beaver,13870,2021_2023,0.0,0,358,prediction
v3,harvest,13870,2021_2023,0.0,7032,0,reference
v3,beaver,13870,2021_2023,0.0,0,1755,prediction
v4,harvest,13870,2021_2023,0.01852,7032,97,both
v4,development,13870,2021_2023,0.0,0,1282,prediction
v4,insect_disease,13870,2021_2023,0.0,0,15400,prediction
v5,harvest,13870,2021_2023,0.0,7032,0,reference
v5,development,13870,2021_2023,0.0,0,26,prediction
v5,beaver,13870,2021_2023,0.0,0,3287,prediction
v6,harvest,13870,2021_2023,0.08385,7032,13291,both
v6,development,13870,2021_2023,0.0,0,13563,prediction
v6,insect_disease,13870,2021_2023,0.0,0,16849,prediction
v6,beaver,13870,2021_2023,0.0,0,13982,prediction
spec_all,harvest,13870,2021_2023,0.42657,7032,5763,both
spec_all,development,13870,2021_2023,0.0,0,9112,prediction
spec_all,insect_disease,13870,2021_2023,0.0,0,1740,prediction
spec_all,beaver,13870,2021_2023,0.0,0,1675,prediction
v2,insect_disease,13921,2021_2023,0.0,0,2,prediction
v2,beaver,13921,2021_2023,0.0,0,8,prediction
v3,development,13921,2021_2023,0.0,0,8,prediction
v3,insect_disease,13921,2021_2023,0.0,0,1,prediction
v3,beaver,13921,2021_2023,0.0,0,21,prediction
v4,harvest,13921,2021_2023,0.0,0,1,prediction
v4,development,13921,2021_2023,0.0,0,97,prediction
v4,insect_disease,13921,2021_2023,0.0,0,24322,prediction
v5,harvest,13921,2021_2023,0.0,0,12,prediction
v5,development,13921,2021_2023,0.0,0,320,prediction
v5,beaver,13921,2021_2023,0.0,0,91,prediction
v6,harvest,13921,2021_2023,0.0,0,14647,prediction
v6,development,13921,2021_2023,0.0,0,12648,prediction
v6,insect_disease,13921,2021_2023,0.0,0,20301,prediction
v6,beaver,13921,2021_2023,0.0,0,15510,prediction
spec_all,harvest,13921,2021_2023,0.0,0,7937,prediction
spec_all,development,13921,2021_2023,0.0,0,52307,prediction
spec_all,insect_disease,13921,2021_2023,0.0,0,3154,prediction
spec_all,beaver,13921,2021_2023,0.0,0,337,prediction
v2,harvest,14062,2020_2022,0.0,0,51,prediction
v2,development,14062,2020_2022,0.03516,171,341,both
v2,beaver,14062,2020_2022,0.0,0,11,prediction
v3,harvest,14062,2020_2022,0.0,0,5,prediction
v3,development,14062,2020_2022,0.00314,171,1104,both
v3,beaver,14062,2020_2022,0.0,0,7,prediction
v4,harvest,14062,2020_2022,0.0,0,1430,prediction
v4,development,14062,2020_2022,0.0501,171,308,both
v4,insect_disease,14062,2020_2022,0.0,0,726,prediction
v4,beaver,14062,2020_2022,0.0,0,3407,prediction
v5,harvest,14062,2020_2022,0.0,0,47,prediction
v5,development,14062,2020_2022,0.00057,171,3336,both
v5,insect_disease,14062,2020_2022,0.0,0,1,prediction
v5,beaver,14062,2020_2022,0.0,0,13,prediction
v6,harvest,14062,2020_2022,0.0,0,9131,prediction
v6,development,14062,2020_2022,0.01558,171,5861,both
v6,insect_disease,14062,2020_2022,0.0,0,6598,prediction
v6,beaver,14062,2020_2022,0.0,0,7176,prediction
spec_all,harvest,14062,2020_2022,0.0,0,3665,prediction
spec_all,development,14062,2020_2022,0.0099,171,7305,both
spec_all,insect_disease,14062,2020_2022,0.0,0,2183,prediction
spec_all,beaver,14062,2020_2022,0.0,0,2191,prediction
v2,beaver,14441,2021_2023,0.05797,413,829,both
v3,development,14441,2021_2023,0.0,0,6,prediction
v3,beaver,14441,2021_2023,0.013,413,24664,both
v4,development,14441,2021_2023,0.0,0,15,prediction
v4,insect_disease,14441,2021_2023,0.0,0,5515,prediction
v4,beaver,14441,2021_2023,0.11816,413,44,both
v5,development,14441,2021_2023,0.0,0,345,prediction
v5,beaver,14441,2021_2023,0.00175,413,10986,both
v6,harvest,14441,2021_2023,0.0,0,17961,prediction
v6,development,14441,2021_2023,0.0,0,14448,prediction
v6,insect_disease,14441,2021_2023,0.0,0,21641,prediction
v6,beaver,14441,2021_2023,0.00372,413,16248,both
spec_all,harvest,14441,2021_2023,0.0,0,46,prediction
spec_all,development,14441,2021_2023,0.0,0,6729,prediction
spec_all,insect_disease,14441,2021_2023,0.0,0,22147,prediction
spec_all,beaver,14441,2021_2023,0.0,413,2835,both
v2,harvest,14542,2017_2019,0.0,1953,0,reference
v2,development,14542,2017_2019,0.05195,58,19,both
v2,insect_disease,14542,2017_2019,0.0,0,442,prediction
v2,beaver,14542,2017_2019,0.0,0,15611,prediction
v3,harvest,14542,2017_2019,0.0,1953,0,reference
v3,development,14542,2017_2019,0.0,58,0,reference
v3,insect_disease,14542,2017_2019,0.0,0,102,prediction
v3,beaver,14542,2017_2019,0.0,0,22127,prediction
v4,harvest,14542,2017_2019,0.0,1953,26,both
v4,development,14542,2017_2019,0.04268,58,270,both
v4,insect_disease,14542,2017_2019,0.0,0,8242,prediction
v4,beaver,14542,2017_2019,0.0,0,271,prediction
v5,harvest,14542,2017_2019,0.0,1953,0,reference
v5,development,14542,2017_2019,0.0,58,103,both
v5,insect_disease,14542,2017_2019,0.0,0,20,prediction
v5,beaver,14542,2017_2019,0.0,0,11008,prediction
v6,harvest,14542,2017_2019,0.02504,1953,12023,both
v6,development,14542,2017_2019,0.00405,58,8327,both
v6,insect_disease,14542,2017_2019,0.0,0,14640,prediction
v6,beaver,14542,2017_2019,0.0,0,12700,prediction
spec_all,harvest,14542,2017_2019,0.02387,1953,6846,both
spec_all,development,14542,2017_2019,0.01589,58,697,both
spec_all,insect_disease,14542,2017_2019,0.0,0,5195,prediction
spec_all,beaver,14542,2017_2019,0.0,0,33,prediction
v2,harvest,14620,2019_2021,0.0229,311,737,both
v2,development,14620,2019_2021,0.0,0,1086,prediction
v2,insect_disease,14620,2019_2021,0.00469,50,2509,both
v2,beaver,14620,2019_2021,0.0,0,18644,prediction
v3,harvest,14620,2019_2021,0.01391,311,264,both
v3,insect_disease,14620,2019_2021,0.0,50,532,both
v3,beaver,14620,2019_2021,0.0,0,7298,prediction
v4,harvest,14620,2019_2021,0.004,311,1189,both
v4,development,14620,2019_2021,0.0,0,53647,prediction
v4,insect_disease,14620,2019_2021,0.0,50,13,both
v4,beaver,14620,2019_2021,0.0,0,137,prediction
v5,harvest,14620,2019_2021,0.00324,311,5236,both
v5,development,14620,2019_2021,0.0,0,16,prediction
v5,insect_disease,14620,2019_2021,0.00474,50,2061,both
v5,beaver,14620,2019_2021,0.0,0,25976,prediction
v6,harvest,14620,2019_2021,0.00423,311,16695,both
v6,development,14620,2019_2021,0.0,0,11588,prediction
v6,insect_disease,14620,2019_2021,0.00105,50,22738,both
v6,beaver,14620,2019_2021,0.0,0,16428,prediction
spec_all,harvest,14620,2019_2021,0.0,311,248,both
spec_all,development,14620,2019_2021,0.0,0,417,prediction
spec_all,insect_disease,14620,2019_2021,0.00192,50,38489,both
spec_all,beaver,14620,2019_2021,0.0,0,269,prediction
v2,harvest,14873,2020_2022,0.0,420,59,both
v2,development,14873,2020_2022,0.00846,4,942,both
v3,harvest,14873,2020_2022,0.0,420,50,both
v3,development,14873,2020_2022,0.0,4,1273,both
v4,harvest,14873,2020_2022,0.01473,420,4741,both
v4,development,14873,2020_2022,0.01043,4,571,both
v4,insect_disease,14873,2020_2022,0.0,0,2143,prediction
v4,beaver,14873,2020_2022,0.0,0,10253,prediction
v5,harvest,14873,2020_2022,0.0,420,46,both
v5,development,14873,2020_2022,0.00214,4,2801,both
v6,harvest,14873,2020_2022,0.01019,420,10771,both
v6,development,14873,2020_2022,0.0,4,12438,both
v6,insect_disease,14873,2020_2022,0.0,0,8853,prediction
v6,beaver,14873,2020_2022,0.0,0,8804,prediction
spec_all,harvest,14873,2020_2022,0.0203,420,1255,both
spec_all,development,14873,2020_2022,0.0,4,4539,both
spec_all,insect_disease,14873,2020_2022,0.0,0,921,prediction
spec_all,beaver,14873,2020_2022,0.0,0,1257,prediction
v2,harvest,14931,2019_2021,0.0,13,505,both
v2,development,14931,2019_2021,0.00113,705,18759,both
v3,harvest,14931,2019_2021,0.0,13,648,both
v3,development,14931,2019_2021,0.00153,705,12340,both
v4,harvest,14931,2019_2021,0.0,13,8026,both
v4,development,14931,2019_2021,0.00618,705,35212,both
v4,insect_disease,14931,2019_2021,0.0,0,6,prediction
v4,beaver,14931,2019_2021,0.0,0,395,prediction
v5,harvest,14931,2019_2021,0.0,13,51,both
v5,development,14931,2019_2021,0.00107,705,25550,both
v6,harvest,14931,2019_2021,0.00012,13,17240,both
v6,development,14931,2019_2021,0.02859,705,12724,both
v6,insect_disease,14931,2019_2021,0.0,0,22777,prediction
v6,beaver,14931,2019_2021,0.0,0,17051,prediction
spec_all,harvest,14931,2019_2021,0.00094,13,6404,both
spec_all,development,14931,2019_2021,0.00061,705,12433,both
spec_all,insect_disease,14931,2019_2021,0.0,0,7068,prediction
spec_all,beaver,14931,2019_2021,0.0,0,364,prediction
v2,insect_disease,15022,2021_2023,0.0,318,23,both
v2,beaver,15022,2021_2023,0.0,0,2717,prediction
v3,harvest,15022,2021_2023,0.0,0,11,prediction
v3,insect_disease,15022,2021_2023,0.0,318,0,reference
v3,beaver,15022,2021_2023,0.0,0,26456,prediction
v4,insect_disease,15022,2021_2023,0.05214,318,2252,both
v4,beaver,15022,2021_2023,0.0,0,1,prediction
v5,harvest,15022,2021_2023,0.0,0,45,prediction
v5,insect_disease,15022,2021_2023,0.0,318,0,reference
v5,beaver,15022,2021_2023,0.0,0,14763,prediction
v6,harvest,15022,2021_2023,0.0,0,13268,prediction
v6,development,15022,2021_2023,0.0,0,9616,prediction
v6,insect_disease,15022,2021_2023,0.00874,318,18897,both
v6,beaver,15022,2021_2023,0.0,0,14197,prediction
spec_all,development,15022,2021_2023,0.0,0,120,prediction
spec_all,insect_disease,15022,2021_2023,0.00102,75,21397,both
spec_all,beaver,15022,2021_2023,0.0,0,458,prediction
v2,harvest,15172,2019_2021,0.0,0,34,prediction
v2,development,15172,2019_2021,0.0,0,556,prediction
v2,beaver,15172,2019_2021,0.00636,278,61082,both
v3,harvest,15172,2019_2021,0.0,0,5,prediction
v3,beaver,15172,2019_2021,0.00581,278,63115,both
v4,harvest,15172,2019_2021,0.0,0,26,prediction
v4,development,15172,2019_2021,0.0,0,51242,prediction
v4,insect_disease,15172,2019_2021,0.0,0,1,prediction
v4,beaver,15172,2019_2021,0.10582,278,1990,both
v5,harvest,15172,2019_2021,0.0,0,466,prediction
v5,development,15172,2019_2021,0.0,0,9,prediction
v5,insect_disease,15172,2019_2021,0.0,0,11,prediction
v5,beaver,15172,2019_2021,0.00494,278,72159,both
v6,harvest,15172,2019_2021,0.0,0,13705,prediction
v6,development,15172,2019_2021,0.0,0,10444,prediction
v6,insect_disease,15172,2019_2021,0.0,0,20763,prediction
v6,beaver,15172,2019_2021,0.00583,278,16185,both
spec_all,harvest,15172,2019_2021,0.0,0,411,prediction
spec_all,development,15172,2019_2021,0.0,0,425,prediction
spec_all,insect_disease,15172,2019_2021,0.0,0,43612,prediction
spec_all,beaver,15172,2019_2021,0.00157,278,996,both
v2,harvest,15193,2019_2021,0.38384,299,97,both
v2,insect_disease,15193,2019_2021,0.0,0,4,prediction
v2,beaver,15193,2019_2021,0.0,0,57708,prediction
v3,harvest,15193,2019_2021,0.09174,299,28,both
v3,beaver,15193,2019_2021,0.0,0,60712,prediction
v4,harvest,15193,2019_2021,0.01845,299,785,both
v4,development,15193,2019_2021,0.0,0,50560,prediction
v4,beaver,15193,2019_2021,0.0,0,1860,prediction
v5,harvest,15193,2019_2021,0.0,299,421,both
v5,insect_disease,15193,2019_2021,0.0,0,83,prediction
v5,beaver,15193,2019_2021,0.0,0,70680,prediction
v6,harvest,15193,2019_2021,0.00338,299,11534,both
v6,development,15193,2019_2021,0.0,0,9147,prediction
v6,insect_disease,15193,2019_2021,0.0,0,18517,prediction
v6,beaver,15193,2019_2021,0.0,0,15496,prediction
spec_all,harvest,15193,2019_2021,0.07753,299,2100,both
spec_all,development,15193,2019_2021,0.0,0,45,prediction
spec_all,insect_disease,15193,2019_2021,0.0,0,11772,prediction
spec_all,beaver,15193,2019_2021,0.0,0,350,prediction
v2,harvest,15751,2017_2019,0.83278,1304,1112,both
v2,insect_disease,15751,2017_2019,0.0,0,12,prediction
v2,beaver,15751,2017_2019,0.05,671,19371,both
v3,harvest,15751,2017_2019,0.57007,1304,587,both
v3,beaver,15751,2017_2019,0.02331,671,44978,both
v4,harvest,15751,2017_2019,0.81614,1304,1149,both
v4,development,15751,2017_2019,0.0,0,388,prediction
v4,insect_disease,15751,2017_2019,0.0,0,2131,prediction
v4,beaver,15751,2017_2019,0.06328,671,530,both
v5,harvest,15751,2017_2019,0.03407,1304,46,both
v5,beaver,15751,2017_2019,0.02628,671,33116,both
v6,harvest,15751,2017_2019,0.02788,1304,10173,both
v6,development,15751,2017_2019,0.0,0,3668,prediction
v6,insect_disease,15751,2017_2019,0.0,0,4866,prediction
v6,beaver,15751,2017_2019,0.02772,671,6616,both
spec_all,harvest,15751,2017_2019,0.18822,1304,343,both
spec_all,development,15751,2017_2019,0.0,0,1017,prediction
spec_all,insect_disease,15751,2017_2019,0.0,0,17285,prediction
spec_all,beaver,15751,2017_2019,0.02371,671,3546,both
v2,harvest,15851,2021_2023,0.00996,2597,13,both
v2,development,15851,2021_2023,0.0,0,13,prediction
v2,insect_disease,15851,2021_2023,0.0,170,1,both
v2,beaver,15851,2021_2023,0.01515,188,604,both
v3,harvest,15851,2021_2023,0.00461,2597,6,both
v3,insect_disease,15851,2021_2023,0.0,170,0,reference
v3,beaver,15851,2021_2023,0.00856,188,16862,both
v4,harvest,15851,2021_2023,0.00995,2597,15,both
v4,development,15851,2021_2023,0.0,0,69,prediction
v4,insect_disease,15851,2021_2023,0.0,170,3094,both
v4,beaver,15851,2021_2023,0.0,188,0,reference
v5,harvest,15851,2021_2023,0.0,2597,2,both
v5,development,15851,2021_2023,0.0,0,4,prediction
v5,insect_disease,15851,2021_2023,0.0,170,0,reference
v5,beaver,15851,2021_2023,0.00573,188,16228,both
v6,harvest,15851,2021_2023,0.03175,2597,18125,both
v6,development,15851,2021_2023,0.0,0,13697,prediction
v6,insect_disease,15851,2021_2023,0.00289,170,22669,both
v6,beaver,15851,2021_2023,0.00207,188,16262,both
spec_all,harvest,15851,2021_2023,0.00349,2597,846,both
spec_all,development,15851,2021_2023,0.0,0,6314,prediction
spec_all,insect_disease,15851,2021_2023,0.0,170,16512,both
spec_all,beaver,15851,2021_2023,0.01149,188,2944,both
v2,harvest,16691,2020_2022,0.00169,3552,3,both
v2,development,16691,2020_2022,0.0,15,0,reference
v2,insect_disease,16691,2020_2022,0.0,0,4,prediction
v2,beaver,16691,2020_2022,0.00013,60,15169,both
v3,harvest,16691,2020_2022,0.0,3552,0,reference
v3,development,16691,2020_2022,0.0,15,0,reference
v3,beaver,16691,2020_2022,0.00031,60,32462,both
v4,harvest,16691,2020_2022,0.0054,3552,153,both
v4,development,16691,2020_2022,0.0,15,1,both
v4,insect_disease,16691,2020_2022,0.0,0,2366,prediction
v4,beaver,16691,2020_2022,0.01778,60,1627,both
v5,harvest,16691,2020_2022,0.0,3552,0,reference
v5,development,16691,2020_2022,0.0,15,0,reference
v5,insect_disease,16691,2020_2022,0.0,0,1,prediction
v5,beaver,16691,2020_2022,0.00015,60,12913,both
v6,harvest,16691,2020_2022,0.06022,3552,8836,both
v6,development,16691,2020_2022,0.00141,15,2827,both
v6,insect_disease,16691,2020_2022,0.0,0,4510,prediction
v6,beaver,16691,2020_2022,0.00305,60,5848,both
spec_all,harvest,16691,2020_2022,0.13896,3552,3040,both
spec_all,development,16691,2020_2022,0.01852,15,201,both
spec_all,insect_disease,16691,2020_2022,0.0,0,6297,prediction
spec_all,beaver,16691,2020_2022,0.01476,60,753,both
v2,harvest,16793,2020_2022,0.0,3172,1,both
v2,development,16793,2020_2022,0.0,0,12,prediction
v2,beaver,16793,2020_2022,0.0,0,117,prediction
v3,harvest,16793,2020_2022,0.0,3172,9,both
v3,beaver,16793,2020_2022,0.0,0,276,prediction
v4,harvest,16793,2020_2022,0.17219,3172,603,both
v4,development,16793,2020_2022,0.0,0,158,prediction
v4,insect_disease,16793,2020_2022,0.0,0,166,prediction
v4,beaver,16793,2020_2022,0.0,0,2082,prediction
v5,harvest,16793,2020_2022,0.0,3172,7,both
v5,development,16793,2020_2022,0.0,0,28,prediction
v5,beaver,16793,2020_2022,0.0,0,166,prediction
v6,harvest,16793,2020_2022,0.05074,3172,8574,both
v6,development,16793,2020_2022,0.0,0,3595,prediction
v6,insect_disease,16793,2020_2022,0.0,0,5535,prediction
v6,beaver,16793,2020_2022,0.0,0,5802,prediction
spec_all,harvest,16793,2020_2022,0.13277,3172,3486,both
spec_all,development,16793,2020_2022,0.0,0,804,prediction
spec_all,insect_disease,16793,2020_2022,0.0,0,137,prediction
spec_all,beaver,16793,2020_2022,0.0,0,3776,prediction
v2,harvest,16801,2018_2020,0.0,0,3,prediction
v2,development,16801,2018_2020,0.1,61,79,both
v2,beaver,16801,2018_2020,0.0,0,47,prediction
v3,harvest,16801,2018_2020,0.0,0,23,prediction
v3,development,16801,2018_2020,0.0,61,93,both
v4,harvest,16801,2018_2020,0.0,0,639,prediction
v4,development,16801,2018_2020,0.06475,61,1020,both
v4,insect_disease,16801,2018_2020,0.0,0,80,prediction
v4,beaver,16801,2018_2020,0.0,0,826,prediction
v5,harvest,16801,2018_2020,0.0,0,65,prediction
v5,development,16801,2018_2020,0.0,61,358,both
v5,beaver,16801,2018_2020,0.0,0,100,prediction
v6,harvest,16801,2018_2020,0.0,0,8295,prediction
v6,development,16801,2018_2020,0.00638,61,8090,both
v6,insect_disease,16801,2018_2020,0.0,0,5141,prediction
v6,beaver,16801,2018_2020,0.0,0,5474,prediction
spec_all,harvest,16801,2018_2020,0.0,0,202,prediction
spec_all,development,16801,2018_2020,0.00107,61,1809,both
spec_all,insect_disease,16801,2018_2020,0.0,0,967,prediction
spec_all,beaver,16801,2018_2020,0.0,0,410,prediction
v2,harvest,16920,2020_2022,0.0,0,84,prediction
v2,development,16920,2020_2022,0.00901,10,434,both
v3,harvest,16920,2020_2022,0.0,0,5,prediction
v3,development,16920,2020_2022,0.0,10,467,both
v4,harvest,16920,2020_2022,0.0,0,9089,prediction
v4,development,16920,2020_2022,0.01138,10,869,both
v4,insect_disease,16920,2020_2022,0.0,0,1831,prediction
v4,beaver,16920,2020_2022,0.0,0,7048,prediction
v5,harvest,16920,2020_2022,0.0,0,104,prediction
v5,development,16920,2020_2022,0.0,10,2142,both
v6,harvest,16920,2020_2022,0.0,0,11404,prediction
v6,development,16920,2020_2022,0.0012,10,13362,both
v6,insect_disease,16920,2020_2022,0.0,0,11261,prediction
v6,beaver,16920,2020_2022,0.0,0,10315,prediction
spec_all,harvest,16920,2020_2022,0.0,0,2145,prediction
spec_all,development,16920,2020_2022,0.0,10,5136,both
spec_all,insect_disease,16920,2020_2022,0.0,0,621,prediction
spec_all,beaver,16920,2020_2022,0.0,0,356,prediction
v2,harvest,17012,2019_2021,0.0,0,106,prediction
v2,development,17012,2019_2021,0.0,0,1783,prediction
v3,harvest,17012,2019_2021,0.0,0,127,prediction
v3,development,17012,2019_2021,0.0,0,1321,prediction
v4,harvest,17012,2019_2021,0.0,0,3014,prediction
v4,development,17012,2019_2021,0.0,0,3508,prediction
v4,insect_disease,17012,2019_2021,0.0,0,46,prediction
v4,beaver,17012,2019_2021,0.0,0,239,prediction
v5,harvest,17012,2019_2021,0.0,0,74,prediction
v5,development,17012,2019_2021,0.0,0,1906,prediction
v6,harvest,17012,2019_2021,0.0,0,11271,prediction
v6,development,17012,2019_2021,0.0,0,15678,prediction
v6,insect_disease,17012,2019_2021,0.0,0,11193,prediction
v6,beaver,17012,2019_2021,0.0,0,9884,prediction
spec_all,harvest,17012,2019_2021,0.0,0,1669,prediction
spec_all,development,17012,2019_2021,0.0,0,329,prediction
spec_all,insect_disease,17012,2019_2021,0.0,0,429,prediction
v2,harvest,17331,2020_2022,0.0,0,2,prediction
v2,development,17331,2020_2022,0.0,0,1,prediction
v2,insect_disease,17331,2020_2022,0.0,0,45,prediction
v2,beaver,17331,2020_2022,0.0,0,13153,prediction
v3,harvest,17331,2020_2022,0.0,0,54,prediction
v3,beaver,17331,2020_2022,0.0,0,28937,prediction
v4,harvest,17331,2020_2022,0.0,0,349,prediction
v4,development,17331,2020_2022,0.0,0,4,prediction
v4,insect_disease,17331,2020_2022,0.0,0,131,prediction
v4,beaver,17331,2020_2022,0.0,0,107,prediction
v5,harvest,17331,2020_2022,0.0,0,97,prediction
v5,development,17331,2020_2022,0.0,0,21,prediction
v5,insect_disease,17331,2020_2022,0.0,0,62,prediction
v5,beaver,17331,2020_2022,0.0,0,21878,prediction
v6,harvest,17331,2020_2022,0.0,0,5206,prediction
v6,development,17331,2020_2022,0.0,0,842,prediction
